pixel_index,raman_shift_cm-1,intensity
0,200.000,4.66174119469224
1,201.000,6.135016067723825
2,202.000,12.82045786392922
3,203.000,18.876554156608165
4,204.000,1.3522315149823498
5,205.000,1.1703175041949976
6,206.000,10.142812685311014
7,207.000,1.2112136153170923
8,208.000,-0.6025221528786915
9,209.000,14.796739929553837
10,210.000,3.9131434073661353
11,211.000,10.04524882123178
12,212.000,8.621211707745715
13,213.000,5.824378599424563
14,214.000,4.963834024706728
15,215.000,13.133170507952457
16,216.000,12.080268569443263
17,217.000,0.12870772538281017
18,218.000,4.288100487896031
19,219.000,3.5983063650298845
20,220.000,6.364326860752783
21,221.000,25.14315747495499
22,222.000,5.075067703448269
23,223.000,13.125360037966175
24,224.000,2.4946539661639804
25,225.000,14.434685971618535
26,226.000,-1.5841744661714756
27,227.000,5.13491312821418
28,228.000,5.070056226117458
29,229.000,14.052840294802024
30,230.000,-0.6362542025468656
31,231.000,15.56617219317792
32,232.000,13.62109793700506
33,233.000,-3.7333465201151625
34,234.000,1.0539492686893368
35,235.000,3.553183746212369
36,236.000,4.471804351169283
37,237.000,20.223495518197296
38,238.000,24.190026677855144
39,239.000,15.997214256623352
40,240.000,27.966236676904032
41,241.000,7.786835357021005
42,242.000,16.32377771121992
43,243.000,16.41205514966788
44,244.000,15.909836078453907
45,245.000,16.05757689958847
46,246.000,12.732914011003743
47,247.000,7.617197806553975
48,248.000,15.091274676014564
49,249.000,16.9259660050829
50,250.000,19.55301717537799
51,251.000,13.695565564440528
52,252.000,16.8167795457328
53,253.000,21.85757848863898
54,254.000,15.432644758464733
55,255.000,18.546173716437465
56,256.000,12.997381719706254
57,257.000,15.625878121342055
58,258.000,20.905591270337084
59,259.000,14.705377511605718
60,260.000,19.188321185983682
61,261.000,13.165040630228475
62,262.000,11.755181177019438
63,263.000,14.32475215495731
64,264.000,16.362859888564685
65,265.000,12.506625698285859
66,266.000,18.65794690048682
67,267.000,14.155312807455061
68,268.000,22.1577117274
69,269.000,23.447009964452548
70,270.000,11.73897481866544
71,271.000,12.094949586013001
72,272.000,17.24248255839126
73,273.000,21.336650023618063
74,274.000,20.197691265432525
75,275.000,21.405756563496084
76,276.000,18.177699193391277
77,277.000,16.091575426622683
78,278.000,6.843084530616295
79,279.000,21.52826576872019
80,280.000,31.537553400203592
81,281.000,21.04862368025789
82,282.000,18.440866859995936
83,283.000,19.92944918645219
84,284.000,17.845758902583043
85,285.000,17.075259247266217
86,286.000,16.358175455301534
87,287.000,20.633888757410148
88,288.000,17.527898380235058
89,289.000,5.8386105463410445
90,290.000,27.089125474214313
91,291.000,22.789740378262934
92,292.000,10.4848514688166
93,293.000,30.78739795212681
94,294.000,0.9956080303664407
95,295.000,23.02813990163048
96,296.000,8.890713759935181
97,297.000,26.36825279521878
98,298.000,32.674002193341096
99,299.000,13.18710413608369
100,300.000,15.892403801149555
101,301.000,31.063784362163688
102,302.000,25.70268398867256
103,303.000,15.008965846144463
104,304.000,27.0518780959693
105,305.000,24.966717895458714
106,306.000,18.399977397845873
107,307.000,19.41609875228579
108,308.000,22.27811610385521
109,309.000,25.194114593552342
110,310.000,12.184589358297217
111,311.000,16.982520530931595
112,312.000,16.592720240218853
113,313.000,34.785034610844036
114,314.000,19.460350763413828
115,315.000,13.268400814456754
116,316.000,16.897402876422916
117,317.000,12.835502057684096
118,318.000,13.702729462533853
119,319.000,21.389779191187188
120,320.000,27.0128943397811
121,321.000,16.57186400037409
122,322.000,22.262143260946402
123,323.000,22.670980205399815
124,324.000,23.685584913558046
125,325.000,20.281055461166375
126,326.000,21.08942291989166
127,327.000,28.4486983573226
128,328.000,30.98752583696944
129,329.000,23.112685418264334
130,330.000,13.520832156560857
131,331.000,28.858790103134368
132,332.000,19.85511930518203
133,333.000,28.45947680582242
134,334.000,14.464677644096014
135,335.000,12.66516185496505
136,336.000,18.691550469313256
137,337.000,17.557602513945994
138,338.000,16.74656401159052
139,339.000,34.18094698089561
140,340.000,24.4642204364319
141,341.000,21.745491388691505
142,342.000,27.83876984408829
143,343.000,33.23355280495798
144,344.000,29.021708269557678
145,345.000,28.38141223206634
146,346.000,21.56457968258468
147,347.000,37.01949560713496
148,348.000,22.3061329876611
149,349.000,16.376434802028882
150,350.000,24.521298024025725
151,351.000,23.820315623360443
152,352.000,16.60034556566393
153,353.000,24.985247812488637
154,354.000,24.725891321308552
155,355.000,19.823424045519516
156,356.000,25.358289934438858
157,357.000,25.04191393330592
158,358.000,20.6236209832814
159,359.000,25.076245021447846
160,360.000,28.570032980809458
161,361.000,12.822319790292113
162,362.000,27.48992837474333
163,363.000,21.17608065493249
164,364.000,18.13374454755035
165,365.000,22.782725965209636
166,366.000,17.548525816444567
167,367.000,22.16747700571125
168,368.000,28.3611704333872
169,369.000,14.30939399577187
170,370.000,9.162729585086254
171,371.000,30.690813089473068
172,372.000,25.610917392996726
173,373.000,25.547605375643286
174,374.000,35.81247791332055
175,375.000,18.700103877857828
176,376.000,20.243603137006517
177,377.000,20.98852155443916
178,378.000,23.089377989750403
179,379.000,22.565147298456566
180,380.000,22.097724331995096
181,381.000,18.783341937725993
182,382.000,33.803130958930296
183,383.000,24.748769234810823
184,384.000,22.82379460049242
185,385.000,30.468464887021128
186,386.000,14.614652921365007
187,387.000,29.89115752641385
188,388.000,16.32493952097883
189,389.000,24.806149719792927
190,390.000,18.421418933511006
191,391.000,27.945413968709317
192,392.000,16.736776627886
193,393.000,26.492631709460795
194,394.000,20.77096000777516
195,395.000,28.71733031309219
196,396.000,20.243366411596696
197,397.000,18.220406085395098
198,398.000,30.28427711251578
199,399.000,14.925008266908378
200,400.000,25.375255318444488
201,401.000,25.614088032917323
202,402.000,23.402484172041852
203,403.000,27.94884949345459
204,404.000,23.046641750713945
205,405.000,24.531444693299704
206,406.000,27.54875406661364
207,407.000,25.594985611978927
208,408.000,25.24614006664075
209,409.000,28.686839163765683
210,410.000,15.749240632442195
211,411.000,17.52184919768024
212,412.000,23.277276580411524
213,413.000,30.711943497489642
214,414.000,19.880249661689675
215,415.000,23.29453478170825
216,416.000,29.106574562163985
217,417.000,31.97061870359704
218,418.000,28.09751490246913
219,419.000,27.78692785116391
220,420.000,27.74934923798662
221,421.000,14.277950747164084
222,422.000,20.099838058844853
223,423.000,25.710672849099126
224,424.000,16.32440878991912
225,425.000,12.040342549218167
226,426.000,14.310088790831799
227,427.000,29.75442317451683
228,428.000,15.492072355952075
229,429.000,28.305079986737837
230,430.000,33.868694714396156
231,431.000,14.290894182370721
232,432.000,22.383661030027156
233,433.000,18.357959892652275
234,434.000,18.900990401454976
235,435.000,18.75722818356587
236,436.000,12.400998862036829
237,437.000,24.778915055841935
238,438.000,17.639661379876543
239,439.000,24.90356244495797
240,440.000,22.219061857824954
241,441.000,20.685420221138088
242,442.000,20.63120713347979
243,443.000,21.167074189353855
244,444.000,20.72044797918602
245,445.000,26.70405708932327
246,446.000,24.910397102035006
247,447.000,25.314754595511545
248,448.000,25.4269941438655
249,449.000,26.12375931713069
250,450.000,30.086288681263056
251,451.000,31.498060798139875
252,452.000,25.84383022556017
253,453.000,28.797298517244883
254,454.000,17.649619222836236
255,455.000,21.15566988789857
256,456.000,27.337341053917726
257,457.000,17.439146258301037
258,458.000,24.170271034377663
259,459.000,26.177374911398715
260,460.000,17.729476414536578
261,461.000,12.857534064885499
262,462.000,20.328967379461403
263,463.000,10.754418871201949
264,464.000,22.704056048966322
265,465.000,19.60689241753562
266,466.000,13.838576477612492
267,467.000,14.229319725821199
268,468.000,36.4388646547078
269,469.000,16.498727752740024
270,470.000,21.429946504307168
271,471.000,25.38964038972034
272,472.000,24.138092885212416
273,473.000,23.489785462937732
274,474.000,20.82573859097232
275,475.000,24.832977733314294
276,476.000,20.003673349882774
277,477.000,23.652671896519223
278,478.000,27.884172824986308
279,479.000,21.81899658296868
280,480.000,19.503003614072554
281,481.000,13.719328357825873
282,482.000,17.8154132496781
283,483.000,20.943707721000578
284,484.000,23.046037199086356
285,485.000,13.912187107149975
286,486.000,20.63184686432777
287,487.000,14.713044885677789
288,488.000,14.144340582179666
289,489.000,21.764543360734876
290,490.000,25.02015262416637
291,491.000,17.772784771218994
292,492.000,18.69788719655918
293,493.000,23.142095290774932
294,494.000,22.056892440376146
295,495.000,37.05233002779431
296,496.000,27.898139431382447
297,497.000,11.589735025415564
298,498.000,36.04005418009001
299,499.000,16.364671261524336
300,500.000,11.893361631758125
301,501.000,11.517550648752945
302,502.000,22.259909666392332
303,503.000,11.940739034480941
304,504.000,16.94506509874566
305,505.000,27.222739200834553
306,506.000,13.57151467831784
307,507.000,12.129526864687136
308,508.000,22.044460089355766
309,509.000,15.183351677658777
310,510.000,22.402969950852935
311,511.000,23.178690226116544
312,512.000,19.8970258165499
313,513.000,27.0996230311747
314,514.000,14.620382174934434
315,515.000,6.16736654869419
316,516.000,13.496896449240808
317,517.000,23.13932516928287
318,518.000,26.818015997450573
319,519.000,10.605240218295762
320,520.000,26.908002112292024
321,521.000,15.024483955834569
322,522.000,15.535004021240411
323,523.000,29.47043357674829
324,524.000,25.925675886518093
325,525.000,20.9514792106321
326,526.000,27.558848805094044
327,527.000,2.8681219218292426
328,528.000,22.028422808684468
329,529.000,22.22948370942879
330,530.000,23.604168863752648
331,531.000,16.004177507267627
332,532.000,25.15601387150798
333,533.000,12.772125183928893
334,534.000,13.308329667907856
335,535.000,29.985669542743494
336,536.000,18.152815023656103
337,537.000,12.140130321788206
338,538.000,12.907319644203312
339,539.000,27.773985193887256
340,540.000,29.197326169747384
341,541.000,25.067263766612314
342,542.000,17.299219175232906
343,543.000,19.56210658228099
344,544.000,20.239188170351326
345,545.000,15.973186117958903
346,546.000,21.16586159954136
347,547.000,15.735267785457836
348,548.000,23.634675841988496
349,549.000,21.265754931336346
350,550.000,14.594125211625283
351,551.000,11.541781836900782
352,552.000,23.205135957130665
353,553.000,30.949444718203836
354,554.000,16.10696326193124
355,555.000,29.097003726045386
356,556.000,34.49482024420024
357,557.000,12.563141945971779
358,558.000,12.81780695685768
359,559.000,22.79341239827704
360,560.000,20.24888738757079
361,561.000,10.247215038001514
362,562.000,25.093777458753493
363,563.000,20.258126754932846
364,564.000,23.958424027566934
365,565.000,21.762565373605185
366,566.000,1.8412718859189
367,567.000,20.130963653300455
368,568.000,24.687415760464205
369,569.000,10.352263288046402
370,570.000,13.952066312604757
371,571.000,21.985924906618607
372,572.000,14.000087138489107
373,573.000,15.422172072539183
374,574.000,19.298264769013144
375,575.000,25.786432284077137
