pixel_index,raman_shift_cm-1,intensity
0,200.0,77.69518210562526
1,201.0,77.59203335367708
2,202.0,77.48885017427892
3,203.0,77.3856318317033
4,204.0,77.28237859022269
5,205.0,77.17909071410965
6,206.0,77.07576946763666
7,207.0,76.97241311507625
8,208.0,76.86902392070091
9,209.0,76.76560214878316
10,210.0,76.66214606359553
11,211.0,76.55865792941049
12,212.0,76.45513801050059
13,213.0,76.35158457113832
14,214.0,76.2480008755962
15,215.0,76.14438518814673
16,216.0,76.04073777306243
17,217.0,75.9370598946158
18,218.0,75.83335181707938
19,219.0,75.72961280472563
20,220.0,75.62584412182711
21,221.0,75.5220460326563
22,222.0,75.41821880148575
23,223.0,75.31436269258793
24,224.0,75.21047697023536
25,225.0,75.10656289870055
26,226.0,75.00262174225603
27,227.0,74.89865176517426
28,228.0,74.79465423172783
29,229.0,74.69063040618919
30,230.0,74.58657855283087
31,231.0,74.48250093592537
32,232.0,74.37839681974522
33,233.0,74.27426746856293
34,234.0,74.17011114665098
35,235.0,74.06593011828191
36,236.0,73.96172464772823
37,237.0,73.85749399926245
38,238.0,73.75323843715705
39,239.0,73.64895922568459
40,240.0,73.54465662911755
41,241.0,73.44032991172844
42,242.0,73.33598033778979
43,243.0,73.2316081715741
44,244.0,73.12721367735386
45,245.0,73.02279611940162
46,246.0,72.91835776198988
47,247.0,72.8138968693911
48,248.0,72.70941570587787
49,249.0,72.60491253572266
50,250.0,72.50038962319798
51,251.0,72.39584623257635
52,252.0,72.29128362813027
53,253.0,72.18670007413226
54,254.0,72.0820978348548
55,255.0,71.97747717457048
56,256.0,71.87283735755173
57,257.0,71.76817864807109
58,258.0,71.66350231040107
59,259.0,71.55880860881419
60,260.0,71.45409780758294
61,261.0,71.34937017097985
62,262.0,71.24462496327743
63,263.0,71.13986444874818
64,264.0,71.03508689166463
65,265.0,70.93029455629926
66,266.0,70.82548570692461
67,267.0,70.72066260781317
68,268.0,70.61582552323745
69,269.0,70.51097371746997
70,270.0,70.40610745478327
71,271.0,70.3012279994498
72,272.0,70.1963346157421
73,273.0,70.09142856793271
74,274.0,69.9865101202941
75,275.0,69.88157953709879
76,276.0,69.7766360826193
77,277.0,69.67168202112813
78,278.0,69.5667166168978
79,279.0,69.46174013420082
80,280.0,69.3567528373097
81,281.0,69.25175599049696
82,282.0,69.1467488580351
83,283.0,69.0417317041966
84,284.0,68.93670679325403
85,285.0,68.83167238947988
86,286.0,68.72662875714663
87,287.0,68.62157816052681
88,288.0,68.51651986389294
89,289.0,68.41145413151753
90,290.0,68.3063802276731
91,291.0,68.20130141663213
92,292.0,68.09621496266718
93,293.0,67.99112413005068
94,294.0,67.88602618305522
95,295.0,67.78092438595327
96,296.0,67.67581700301736
97,297.0,67.57070529851998
98,298.0,67.46558953673366
99,299.0,67.36047098193092
100,300.0,67.25534789838423
101,301.0,67.15022255036612
102,302.0,67.04509520214913
103,303.0,66.93996511800573
104,304.0,66.83483356220846
105,305.0,66.72969979902982
106,306.0,66.6245660927423
107,307.0,66.51943170761845
108,308.0,66.41429690793076
109,309.0,66.30916195795172
110,310.0,66.20402812195388
111,311.0,66.09889466420975
112,312.0,65.99376384899179
113,313.0,65.88863394057257
114,314.0,65.78350620322456
115,315.0,65.6783809012203
116,316.0,65.57325929883228
117,317.0,65.46814066033302
118,318.0,65.36302624999502
119,319.0,65.25791633209082
120,320.0,65.1528101708929
121,321.0,65.04771003067377
122,322.0,64.94261517570598
123,323.0,64.83752587026197
124,324.0,64.73244337861432
125,325.0,64.6273669650355
126,326.0,64.52229889379805
127,327.0,64.41723742917449
128,328.0,64.31218483543728
129,329.0,64.20714137685894
130,330.0,64.10210631771203
131,331.0,63.99707992226901
132,332.0,63.89206445480241
133,333.0,63.78705917958476
134,334.0,63.68206436088854
135,335.0,63.577081262986276
136,336.0,63.47211015015046
137,337.0,63.36715128665364
138,338.0,63.262204936768285
139,339.0,63.157271364766935
140,340.0,63.05235183492211
141,341.0,62.94744661150629
142,342.0,62.84255595879197
143,343.0,62.73768014105171
144,344.0,62.63281942255799
145,345.0,62.52797606758336
146,346.0,62.423148340400296
147,347.0,62.3183385052813
148,348.0,62.213545826498894
149,349.0,62.108771568325594
150,350.0,62.00401599503391
151,351.0,61.899279370896345
152,352.0,61.794562960185424
153,353.0,61.689867027173655
154,354.0,61.585190836133535
155,355.0,61.480536651337594
156,356.0,61.37590473705832
157,357.0,61.27129435756825
158,358.0,61.16670777713985
159,359.0,61.06214426004568
160,360.0,60.95760607055825
161,361.0,60.85309147295004
162,362.0,60.74860273149357
163,363.0,60.64413911046136
164,364.0,60.539702874125894
165,365.0,60.435293286759745
166,366.0,60.330912612635345
167,367.0,60.22655911602528
168,368.0,60.12223506120199
169,369.0,60.01793971243806
170,370.0,59.91367533400594
171,371.0,59.809442190178125
172,372.0,59.70523954522719
173,373.0,59.60107066342563
174,374.0,59.496932809045944
175,375.0,59.392830246360646
176,376.0,59.288760239642215
177,377.0,59.18472605316322
178,378.0,59.080727951196096
179,379.0,58.97676519801344
180,380.0,58.872840057887714
181,381.0,58.76895279509144
182,382.0,58.665103673897136
183,383.0,58.56129395857728
184,384.0,58.45752491340444
185,385.0,58.35379580265105
