# laser_power_pct,20
# exposure_time,1.00002
# mode,kinetic
frame_index,pixel_index,intensity
0,0,98
0,1,99
0,2,98
0,3,98
0,4,98
0,5,97
0,6,97
0,7,98
0,8,99
0,9,96
0,10,99
0,11,98
0,12,98
0,13,97
0,14,99
0,15,99
0,16,95
0,17,96
0,18,98
0,19,97
0,20,97
0,21,97
0,22,97
0,23,98
0,24,98
0,25,97
0,26,97
0,27,98
0,28,97
0,29,99
0,30,98
0,31,98
0,32,97
0,33,96
0,34,98
0,35,99
0,36,98
0,37,98
0,38,99
0,39,99
0,40,94
0,41,97
0,42,97
0,43,98
0,44,98
0,45,96
0,46,97
0,47,99
0,48,96
0,49,98
0,50,96
0,51,97
0,52,97
0,53,96
0,54,98
0,55,98
0,56,98
0,57,96
0,58,97
0,59,98
0,60,99
0,61,102
0,62,115
0,63,116
0,64,127
0,65,155
0,66,142
0,67,127
0,68,102
0,69,98
0,70,98
0,71,98
0,72,96
0,73,97
0,74,98
0,75,96
0,76,99
0,77,98
0,78,98
0,79,99
0,80,99
0,81,100
0,82,98
0,83,97
0,84,99
0,85,98
0,86,97
0,87,97
0,88,97
0,89,97
0,90,99
0,91,97
0,92,99
0,93,97
0,94,96
0,95,98
0,96,97
0,97,99
0,98,102
0,99,103
0,100,103
0,101,104
0,102,105
0,103,106
0,104,107
0,105,103
0,106,107
0,107,105
0,108,104
0,109,104
0,110,105
0,111,107
0,112,107
0,113,107
0,114,106
0,115,104
0,116,104
0,117,105
0,118,103
0,119,104
0,120,104
0,121,106
0,122,109
0,123,106
0,124,105
0,125,105
0,126,106
0,127,106
0,128,107
0,129,106
0,130,105
0,131,107
0,132,105
0,133,107
0,134,106
0,135,104
0,136,107
0,137,106
0,138,107
0,139,107
0,140,106
0,141,109
0,142,105
0,143,108
0,144,106
0,145,107
0,146,109
0,147,110
0,148,109
0,149,108
0,150,109
0,151,112
0,152,113
0,153,109
0,154,111
0,155,110
0,156,108
0,157,110
0,158,110
0,159,110
0,160,111
0,161,111
0,162,111
0,163,113
0,164,114
0,165,113
0,166,114
0,167,114
0,168,112
0,169,112
0,170,113
0,171,112
0,172,115
0,173,116
0,174,113
0,175,111
0,176,109
0,177,114
0,178,112
0,179,114
0,180,109
0,181,111
0,182,111
0,183,110
0,184,111
0,185,109
0,186,111
0,187,111
0,188,110
0,189,110
0,190,111
0,191,110
0,192,113
0,193,111
0,194,111
0,195,110
0,196,110
0,197,110
0,198,110
0,199,113
0,200,111
0,201,111
0,202,110
0,203,109
0,204,110
0,205,109
0,206,108
0,207,111
0,208,110
0,209,110
0,210,109
0,211,110
0,212,109
0,213,111
0,214,112
0,215,110
0,216,111
0,217,112
0,218,112
0,219,110
0,220,109
0,221,107
0,222,108
0,223,108
0,224,111
