raman_shift_cm-1,intensity
200.0000,16.136915
201.0000,6.057316
202.0000,-1.284927
203.0000,2.185284
204.0000,-0.111954
205.0000,4.898662
206.0000,-4.875613
207.0000,2.571262
208.0000,-4.302584
209.0000,-3.032661
210.0000,-1.837017
211.0000,1.061360
212.0000,-7.753314
213.0000,1.881824
214.0000,5.637994
215.0000,-3.733036
216.0000,18.462171
217.0000,9.347032
218.0000,-2.529703
219.0000,-5.269469
220.0000,-0.681754
221.0000,2.021320
222.0000,-0.345802
223.0000,0.877258
224.0000,-12.493753
225.0000,-7.913136
226.0000,-3.581650
227.0000,-4.130541
228.0000,-5.831107
229.0000,5.256601
230.0000,-6.102985
231.0000,-0.930675
232.0000,-1.164140
233.0000,6.127308
234.0000,-0.216868
235.0000,-4.244491
236.0000,-3.406672
237.0000,12.105584
238.0000,-0.174796
239.0000,-1.323674
240.0000,1.485315
241.0000,-0.411094
242.0000,1.969313
243.0000,14.355823
244.0000,0.727670
245.0000,4.103396
246.0000,-4.837048
247.0000,3.932414
248.0000,-11.819570
249.0000,7.735553
250.0000,0.123539
251.0000,-2.140827
252.0000,-5.838154
253.0000,-1.764861
254.0000,-3.552650
255.0000,3.700749
256.0000,-1.069492
257.0000,-1.656477
258.0000,1.981140
259.0000,-7.371957
260.0000,-5.784761
261.0000,-7.168289
262.0000,-1.034483
263.0000,0.464029
264.0000,4.253037
265.0000,1.289673
266.0000,-4.234068
267.0000,-0.928302
268.0000,0.763435
269.0000,-4.665169
270.0000,-2.183876
271.0000,-3.429781
272.0000,-1.084295
273.0000,-1.758404
274.0000,-1.278650
275.0000,2.615639
276.0000,2.850881
277.0000,4.288321
278.0000,-3.227089
279.0000,-6.388932
280.0000,4.484887
281.0000,3.586102
282.0000,-1.604176
283.0000,-7.095677
284.0000,7.359151
285.0000,6.107417
286.0000,3.534952
287.0000,3.566038
288.0000,-17.148050
289.0000,-2.542450
290.0000,0.096966
291.0000,-0.816299
292.0000,1.581011
293.0000,-7.340896
294.0000,-3.118697
295.0000,-4.541575
296.0000,-6.736730
297.0000,-7.177704
298.0000,-2.154592
299.0000,-4.334746
300.0000,0.799627
301.0000,-1.486893
302.0000,3.202901
303.0000,-5.047994
304.0000,-2.841986
305.0000,2.499463
306.0000,-8.489019
307.0000,-7.198023
308.0000,-5.299780
309.0000,-4.662621
310.0000,9.588637
311.0000,-0.329071
312.0000,-2.871525
313.0000,-6.051194
314.0000,-4.357192
315.0000,-3.387175
316.0000,-4.679609
317.0000,1.503115
318.0000,-2.171474
319.0000,-1.160653
320.0000,-5.053725
321.0000,4.849179
322.0000,-6.441391
323.0000,-0.565312
324.0000,10.802766
325.0000,2.943891
326.0000,-3.901599
327.0000,-2.497221
328.0000,3.171299
329.0000,2.398571
330.0000,4.867367
331.0000,-3.598447
332.0000,-2.436692
333.0000,11.365045
334.0000,-5.975767
335.0000,2.685761
336.0000,-2.082824
337.0000,2.693166
338.0000,6.917104
339.0000,-3.012573
340.0000,3.743986
341.0000,-7.289878
342.0000,-1.337689
343.0000,9.451496
344.0000,-5.726673
345.0000,2.595594
346.0000,-5.033940
347.0000,6.158634
348.0000,7.590066
349.0000,-0.937191
350.0000,-3.272562
351.0000,3.953807
352.0000,-0.172128
353.0000,6.085572
354.0000,8.485993
355.0000,-0.452837
356.0000,5.284964
357.0000,3.487310
358.0000,6.616927
359.0000,7.900366
360.0000,-5.046204
361.0000,0.854386
362.0000,3.408270
363.0000,9.372116
364.0000,-8.962711
365.0000,-2.298718
366.0000,3.954904
367.0000,2.463513
368.0000,-0.246111
369.0000,4.579035
370.0000,16.630470
371.0000,11.164448
372.0000,-0.733479
373.0000,4.093898
374.0000,10.496920
375.0000,4.842991
376.0000,2.037504
377.0000,-3.497017
378.0000,5.230536
379.0000,2.840358
380.0000,-6.922054
381.0000,-3.749863
382.0000,-2.710565
383.0000,-6.792406
384.0000,-11.514139
385.0000,-0.900087
386.0000,-6.410021
387.0000,-1.148354
388.0000,-1.172005
389.0000,8.892895
390.0000,-11.258860
391.0000,-3.735091
392.0000,11.563593
393.0000,3.818619
394.0000,-4.219293
395.0000,0.482455
396.0000,2.719981
397.0000,0.392363
398.0000,1.309509
399.0000,-3.763143
400.0000,-8.628292
401.0000,-5.340117
402.0000,-12.785886
403.0000,0.565612
404.0000,1.351638
405.0000,0.197928
406.0000,-5.540464
407.0000,4.348510
408.0000,0.259030
409.0000,4.724258
410.0000,2.571258
411.0000,-2.214595
412.0000,9.636157
413.0000,8.532554
414.0000,9.028729
415.0000,14.936144
416.0000,6.261953
417.0000,11.216703
418.0000,-0.587147
419.0000,4.447498
420.0000,1.621634
421.0000,-8.648821
422.0000,-7.686204
423.0000,-10.623639
424.0000,10.819043
425.0000,-1.573257
426.0000,-7.164572
427.0000,-0.160724
428.0000,10.559368
429.0000,0.914427
430.0000,2.671551
431.0000,0.334255
432.0000,-8.401727
433.0000,6.601695
434.0000,1.573422
435.0000,8.923128
436.0000,-2.606624
437.0000,4.328954
438.0000,9.616064
439.0000,0.287865
440.0000,10.200844
441.0000,-9.151566
442.0000,2.687731
443.0000,3.524306
444.0000,5.383856
445.0000,-8.088995
446.0000,-3.444089
447.0000,5.818600
448.0000,-2.390830
449.0000,4.184550
450.0000,-3.142907
451.0000,8.959123
452.0000,1.449591
453.0000,-0.726995
454.0000,-12.789102
455.0000,8.005549
456.0000,-0.898547
457.0000,-9.006102
458.0000,-7.000439
459.0000,3.859286
460.0000,-0.558391
461.0000,1.664637
462.0000,-9.630250
463.0000,6.708290
464.0000,-2.853047
465.0000,-9.406746
466.0000,-13.272251
467.0000,-3.318529
468.0000,5.950080
469.0000,3.718886
470.0000,1.527514
471.0000,-3.559052
472.0000,-4.640788
473.0000,-0.052145
474.0000,-2.124570
475.0000,11.975458
476.0000,0.983844
477.0000,0.182251
478.0000,2.655325
479.0000,1.911926
480.0000,-5.028284
481.0000,-7.346502
482.0000,3.383704
483.0000,-3.806647
484.0000,-2.229494
485.0000,-2.206465
486.0000,5.275662
487.0000,-3.686676
488.0000,-9.963995
489.0000,-7.695393
490.0000,-0.667589
491.0000,11.140238
492.0000,-10.125924
493.0000,6.857517
494.0000,5.722683
495.0000,-2.749505
496.0000,-7.678048
497.0000,9.275746
498.0000,1.548532
499.0000,3.383967
500.0000,2.608406
501.0000,10.844461
502.0000,2.952803
503.0000,1.191242
504.0000,0.111871
505.0000,0.414554
506.0000,2.422366
507.0000,6.938376
508.0000,11.255243
509.0000,-4.979032
510.0000,1.642541
511.0000,-0.424071
512.0000,4.160972
513.0000,6.677921
514.0000,6.358629
515.0000,-4.053894
516.0000,7.993157
517.0000,0.069836
518.0000,-1.866134
519.0000,6.964527
520.0000,4.115164
521.0000,-2.319327
522.0000,0.801362
523.0000,4.688236
524.0000,3.055038
525.0000,2.784227
526.0000,13.778135
527.0000,5.539874
528.0000,5.597677
529.0000,-7.511237
530.0000,8.162044
531.0000,-3.787239
532.0000,-1.034992
533.0000,8.196190
534.0000,4.264819
535.0000,8.535434
536.0000,3.519325
537.0000,-0.770294
538.0000,-4.336254
539.0000,-4.059787
540.0000,0.673094
541.0000,2.346149
542.0000,3.701075
543.0000,-3.053232
544.0000,14.179914
545.0000,0.332741
546.0000,-1.169485
547.0000,1.067506
548.0000,11.654732
549.0000,-5.345925
550.0000,-4.398188
551.0000,3.751435
552.0000,4.629264
553.0000,4.411031
554.0000,-4.554473
555.0000,-0.561159
556.0000,15.005309
557.0000,0.210279
558.0000,9.781209
559.0000,-4.352883
560.0000,10.608176
561.0000,7.025441
562.0000,11.025052
563.0000,12.603387
564.0000,10.728855
565.0000,1.039670
566.0000,4.216559
567.0000,4.746204
568.0000,10.802325
569.0000,9.188616
570.0000,0.778825
571.0000,12.936014
572.0000,3.354549
573.0000,13.217106
574.0000,16.545783
575.0000,0.682871
576.0000,12.062076
577.0000,3.117789
578.0000,14.746162
579.0000,10.615431
580.0000,11.482265
581.0000,6.950882
582.0000,11.723418
583.0000,10.923049
584.0000,16.052076
585.0000,22.365276
586.0000,22.274890
587.0000,22.513171
588.0000,36.729315
589.0000,46.681244
590.0000,40.653076
591.0000,40.962293
592.0000,55.289088
593.0000,69.723756
594.0000,83.053178
595.0000,103.458502
596.0000,135.524008
597.0000,139.755334
598.0000,173.604618
599.0000,208.678469
600.0000,245.220851
601.0000,230.904283
602.0000,235.065951
603.0000,212.830465
604.0000,177.891767
605.0000,139.847154
606.0000,124.415457
607.0000,106.887873
608.0000,87.334847
609.0000,76.154719
610.0000,60.310205
611.0000,39.028046
612.0000,42.987601
613.0000,30.611343
614.0000,34.609688
615.0000,35.439684
616.0000,21.441042
617.0000,24.589199
618.0000,30.323532
619.0000,18.884481
620.0000,16.242565
621.0000,21.530384
622.0000,9.074689
623.0000,13.484729
624.0000,16.663140
625.0000,10.576986
626.0000,19.363789
627.0000,8.026980
628.0000,2.986520
629.0000,-6.311167
630.0000,5.650993
631.0000,10.924430
632.0000,11.371900
633.0000,7.509092
634.0000,11.323799
635.0000,2.326228
636.0000,2.422542
637.0000,3.677791
638.0000,9.910399
639.0000,1.807553
640.0000,20.085671
641.0000,-3.825258
642.0000,19.872370
643.0000,11.495490
644.0000,3.099355
645.0000,14.455767
646.0000,0.674980
647.0000,3.287860
648.0000,-5.914299
649.0000,6.396233
650.0000,-2.012108
651.0000,-1.072887
652.0000,0.702792
653.0000,-3.100543
654.0000,-3.127953
655.0000,7.444857
656.0000,-3.003318
657.0000,-2.298531
658.0000,8.936268
659.0000,-0.831200
660.0000,3.947488
661.0000,-3.467903
662.0000,4.567061
663.0000,11.864455
664.0000,8.807601
665.0000,12.376243
666.0000,-2.136529
667.0000,2.596567
668.0000,13.522183
669.0000,-2.809176
670.0000,6.327591
671.0000,-3.603506
672.0000,4.516880
673.0000,1.324295
674.0000,-0.916343
675.0000,4.177050
676.0000,-3.811678
677.0000,-2.034259
678.0000,3.714455
679.0000,-3.308373
680.0000,-0.831918
681.0000,-0.784027
682.0000,-1.063306
683.0000,11.790703
684.0000,5.172352
685.0000,4.648956
686.0000,-6.969299
687.0000,6.282600
688.0000,-11.096706
689.0000,0.123425
690.0000,4.962206
691.0000,3.008972
692.0000,0.390535
693.0000,5.840879
694.0000,-4.141070
695.0000,-3.065148
696.0000,4.732811
697.0000,-2.651573
698.0000,2.324156
699.0000,-0.983013
700.0000,11.038363
701.0000,11.387607
702.0000,1.951079
703.0000,5.338121
704.0000,9.321152
705.0000,7.795907
706.0000,-4.282111
707.0000,2.966904
708.0000,14.265905
709.0000,4.288487
710.0000,-4.146644
711.0000,6.088470
712.0000,10.898601
713.0000,-3.682765
714.0000,0.745014
715.0000,14.446873
716.0000,0.102311
717.0000,-0.040804
718.0000,0.006745
719.0000,7.551316
720.0000,1.495786
721.0000,2.635618
722.0000,2.583542
723.0000,4.342960
724.0000,-4.585946
725.0000,0.298162
726.0000,-1.267313
727.0000,5.282508
728.0000,12.737988
729.0000,-1.184056
730.0000,-0.182142
731.0000,2.229706
732.0000,10.374433
733.0000,8.624431
734.0000,2.291771
735.0000,8.151127
736.0000,5.381241
737.0000,3.969676
738.0000,11.318412
739.0000,4.034381
740.0000,9.133374
741.0000,3.150720
742.0000,-3.584676
743.0000,3.779305
744.0000,6.210192
745.0000,8.806975
746.0000,9.779086
747.0000,4.485043
748.0000,2.342944
749.0000,7.676194
750.0000,3.022796
751.0000,5.147301
752.0000,5.050436
753.0000,7.776559
754.0000,-3.871954
755.0000,9.712986
756.0000,12.755675
757.0000,25.959331
758.0000,2.767650
759.0000,12.968216
760.0000,11.124676
761.0000,4.557642
762.0000,11.671300
763.0000,7.033280
764.0000,-2.563208
765.0000,5.601515
766.0000,15.739303
767.0000,4.154055
768.0000,11.012578
769.0000,16.770753
770.0000,20.127437
771.0000,13.657317
772.0000,22.615423
773.0000,15.950045
774.0000,19.313948
775.0000,7.640428
776.0000,24.653832
777.0000,23.904489
778.0000,21.114629
779.0000,22.242895
780.0000,23.223830
781.0000,26.547886
782.0000,18.675192
783.0000,24.656418
784.0000,34.571793
785.0000,16.638394
786.0000,31.338773
787.0000,29.952011
788.0000,28.270804
789.0000,48.096809
790.0000,38.216194
791.0000,37.621906
792.0000,50.616747
793.0000,53.763816
794.0000,63.144077
795.0000,71.616241
796.0000,78.478316
797.0000,71.893892
798.0000,80.440842
799.0000,112.321485
800.0000,127.144680
801.0000,139.604707
802.0000,183.160388
803.0000,200.032561
804.0000,241.438639
805.0000,284.954028
806.0000,365.542154
807.0000,443.172757
808.0000,565.778118
809.0000,701.097068
810.0000,831.805781
811.0000,962.062875
812.0000,1008.557797
813.0000,952.253636
814.0000,830.706137
815.0000,692.469296
816.0000,560.766201
817.0000,445.612696
818.0000,362.633964
819.0000,289.194851
820.0000,242.180654
821.0000,205.537514
822.0000,172.024475
823.0000,148.911631
824.0000,123.394637
825.0000,107.860383
826.0000,95.865701
827.0000,77.722110
828.0000,71.459305
829.0000,54.572488
830.0000,52.756696
831.0000,40.933796
832.0000,64.348293
833.0000,51.658694
834.0000,43.154251
835.0000,47.978526
836.0000,33.584329
837.0000,34.404837
838.0000,39.553160
839.0000,31.602430
840.0000,21.849540
841.0000,29.245942
842.0000,23.490402
843.0000,19.011463
844.0000,22.451156
845.0000,12.459084
846.0000,17.250172
847.0000,11.133604
848.0000,8.396742
849.0000,17.344484
850.0000,25.978344
851.0000,0.344104
852.0000,12.866076
853.0000,7.846707
854.0000,13.125598
855.0000,4.578888
856.0000,9.844462
857.0000,17.518212
858.0000,6.613810
859.0000,15.353139
860.0000,12.828607
861.0000,11.982050
862.0000,13.235270
863.0000,17.226845
864.0000,6.058671
865.0000,17.029044
866.0000,23.797949
867.0000,9.910448
868.0000,17.584921
869.0000,6.379190
870.0000,-3.181201
871.0000,8.273207
872.0000,2.445646
873.0000,4.906474
874.0000,15.248884
875.0000,3.132794
876.0000,9.594822
877.0000,13.244586
878.0000,4.285266
879.0000,16.927138
880.0000,3.795971
881.0000,-1.204825
882.0000,5.675694
883.0000,8.071119
884.0000,7.399907
885.0000,4.107890
886.0000,7.256802
887.0000,0.906783
888.0000,2.073417
889.0000,1.189148
890.0000,14.351898
891.0000,1.630170
892.0000,7.917675
893.0000,4.875204
894.0000,-2.169879
895.0000,-0.058627
896.0000,2.312870
897.0000,1.628366
898.0000,12.804687
899.0000,-13.540959
900.0000,11.522656
901.0000,-6.485484
902.0000,13.143843
903.0000,12.058535
904.0000,1.197208
905.0000,0.422434
906.0000,1.878653
907.0000,13.497054
908.0000,14.873071
909.0000,8.400881
910.0000,6.361252
911.0000,9.018530
912.0000,1.301689
913.0000,12.235946
914.0000,3.785877
915.0000,-5.324450
916.0000,5.822815
917.0000,6.754502
918.0000,-4.767484
919.0000,17.472225
920.0000,-2.298216
921.0000,12.368122
922.0000,9.888565
923.0000,5.405887
924.0000,18.174971
925.0000,11.904658
926.0000,4.393724
927.0000,1.774685
928.0000,13.933600
929.0000,9.269855
930.0000,10.731832
931.0000,7.558843
932.0000,9.000444
933.0000,12.108463
934.0000,21.973502
935.0000,4.635448
936.0000,3.330305
937.0000,4.214267
938.0000,14.874932
939.0000,12.131998
940.0000,12.066431
941.0000,3.388696
942.0000,17.647143
943.0000,20.415938
944.0000,15.799201
945.0000,8.727462
946.0000,14.443963
947.0000,15.755514
948.0000,15.285709
949.0000,26.951003
950.0000,27.259168
