x,y,raman_shift_cm-1,intensity
37.800,25.200,200.0000,-3.498772
37.800,25.200,201.0000,-0.503277
37.800,25.200,202.0000,-6.079487
37.800,25.200,203.0000,7.418918
37.800,25.200,204.0000,-3.212005
37.800,25.200,205.0000,-2.626714
37.800,25.200,206.0000,9.070880
37.800,25.200,207.0000,-8.571251
37.800,25.200,208.0000,3.635778
37.800,25.200,209.0000,-4.980059
37.800,25.200,210.0000,5.088510
37.800,25.200,211.0000,-11.327662
37.800,25.200,212.0000,4.481566
37.800,25.200,213.0000,-6.300092
37.800,25.200,214.0000,13.512351
37.800,25.200,215.0000,0.273509
37.800,25.200,216.0000,-4.128255
37.800,25.200,217.0000,5.719756
37.800,25.200,218.0000,-0.958078
37.800,25.200,219.0000,-1.205031
37.800,25.200,220.0000,4.957403
37.800,25.200,221.0000,-2.555358
37.800,25.200,222.0000,-4.640913
37.800,25.200,223.0000,-2.885274
37.800,25.200,224.0000,-12.376077
37.800,25.200,225.0000,4.732221
37.800,25.200,226.0000,5.775640
37.800,25.200,227.0000,-7.692354
37.800,25.200,228.0000,-11.430800
37.800,25.200,229.0000,1.892117
37.800,25.200,230.0000,-8.423186
37.800,25.200,231.0000,-7.887648
37.800,25.200,232.0000,3.465512
37.800,25.200,233.0000,2.074496
37.800,25.200,234.0000,9.837435
37.800,25.200,235.0000,-8.041601
37.800,25.200,236.0000,10.274682
37.800,25.200,237.0000,-1.048049
37.800,25.200,238.0000,-3.495096
37.800,25.200,239.0000,-5.163443
37.800,25.200,240.0000,7.406713
37.800,25.200,241.0000,-7.548149
37.800,25.200,242.0000,-5.075154
37.800,25.200,243.0000,11.026196
37.800,25.200,244.0000,-6.745517
37.800,25.200,245.0000,-9.222259
37.800,25.200,246.0000,-9.731763
37.800,25.200,247.0000,2.122745
37.800,25.200,248.0000,6.165800
37.800,25.200,249.0000,-0.984646
37.800,25.200,250.0000,-3.305996
37.800,25.200,251.0000,11.046590
37.800,25.200,252.0000,1.667113
37.800,25.200,253.0000,-1.546562
37.800,25.200,254.0000,1.347034
37.800,25.200,255.0000,-0.359154
37.800,25.200,256.0000,0.098752
37.800,25.200,257.0000,6.107587
37.800,25.200,258.0000,-1.584485
37.800,25.200,259.0000,1.752906
37.800,25.200,260.0000,-3.894646
37.800,25.200,261.0000,-4.179554
37.800,25.200,262.0000,7.719923
37.800,25.200,263.0000,-2.979616
37.800,25.200,264.0000,-4.820436
37.800,25.200,265.0000,-7.404535
37.800,25.200,266.0000,-3.422466
37.800,25.200,267.0000,-2.651182
37.800,25.200,268.0000,1.323344
37.800,25.200,269.0000,-3.115210
37.800,25.200,270.0000,1.176984
37.800,25.200,271.0000,9.797756
37.800,25.200,272.0000,-2.994169
37.800,25.200,273.0000,-7.609675
37.800,25.200,274.0000,-1.791464
37.800,25.200,275.0000,16.852769
37.800,25.200,276.0000,-1.408863
37.800,25.200,277.0000,3.893844
37.800,25.200,278.0000,2.116784
37.800,25.200,279.0000,-3.949225
37.800,25.200,280.0000,-1.675702
37.800,25.200,281.0000,2.281779
37.800,25.200,282.0000,-2.369373
37.800,25.200,283.0000,1.968768
37.800,25.200,284.0000,-2.744273
37.800,25.200,285.0000,-12.883726
37.800,25.200,286.0000,7.488040
37.800,25.200,287.0000,-2.800922
37.800,25.200,288.0000,6.149764
37.800,25.200,289.0000,1.696428
37.800,25.200,290.0000,-6.522768
37.800,25.200,291.0000,0.715388
37.800,25.200,292.0000,-3.429564
37.800,25.200,293.0000,-0.608318
37.800,25.200,294.0000,0.651540
37.800,25.200,295.0000,-3.324536
37.800,25.200,296.0000,14.883098
37.800,25.200,297.0000,-10.478782
37.800,25.200,298.0000,4.069822
37.800,25.200,299.0000,-3.386848
37.800,25.200,300.0000,-0.618521
37.800,25.200,301.0000,-12.818748
37.800,25.200,302.0000,5.756414
37.800,25.200,303.0000,-4.833738
37.800,25.200,304.0000,-10.680008
37.800,25.200,305.0000,-2.767627
37.800,25.200,306.0000,-7.280415
37.800,25.200,307.0000,-4.033545
37.800,25.200,308.0000,-5.383360
37.800,25.200,309.0000,-10.884566
37.800,25.200,310.0000,-6.398035
37.800,25.200,311.0000,-2.558329
37.800,25.200,312.0000,1.377106
37.800,25.200,313.0000,-1.638392
37.800,25.200,314.0000,5.540647
37.800,25.200,315.0000,-9.162550
37.800,25.200,316.0000,-2.718701
37.800,25.200,317.0000,-13.182690
37.800,25.200,318.0000,8.400875
37.800,25.200,319.0000,3.653588
37.800,25.200,320.0000,12.685335
37.800,25.200,321.0000,9.902051
37.800,25.200,322.0000,4.867653
37.800,25.200,323.0000,2.614196
37.800,25.200,324.0000,-5.284283
37.800,25.200,325.0000,-7.079260
37.800,25.200,326.0000,-14.931745
37.800,25.200,327.0000,-6.534580
37.800,25.200,328.0000,-7.721970
37.800,25.200,329.0000,-1.972895
37.800,25.200,330.0000,5.578789
37.800,25.200,331.0000,-6.986124
37.800,25.200,332.0000,3.717816
37.800,25.200,333.0000,1.933299
37.800,25.200,334.0000,-0.613199
37.800,25.200,335.0000,4.677292
37.800,25.200,336.0000,0.223811
37.800,25.200,337.0000,-9.812805
37.800,25.200,338.0000,-1.208081
37.800,25.200,339.0000,7.720381
37.800,25.200,340.0000,4.978518
37.800,25.200,341.0000,-11.985376
37.800,25.200,342.0000,0.570202
37.800,25.200,343.0000,-9.812497
37.800,25.200,344.0000,0.999811
37.800,25.200,345.0000,5.109053
37.800,25.200,346.0000,-6.339789
37.800,25.200,347.0000,-3.077255
37.800,25.200,348.0000,-7.079299
37.800,25.200,349.0000,-10.909393
37.800,25.200,350.0000,4.373393
37.800,25.200,351.0000,6.431815
37.800,25.200,352.0000,8.240846
37.800,25.200,353.0000,0.064644
37.800,25.200,354.0000,-2.277094
37.800,25.200,355.0000,-7.858024
37.800,25.200,356.0000,-11.106910
37.800,25.200,357.0000,-2.960403
37.800,25.200,358.0000,-7.309497
37.800,25.200,359.0000,-4.263528
37.800,25.200,360.0000,4.311482
37.800,25.200,361.0000,-7.759252
37.800,25.200,362.0000,-12.772078
37.800,25.200,363.0000,5.327645
37.800,25.200,364.0000,2.725729
37.800,25.200,365.0000,0.303158
37.800,25.200,366.0000,-7.514191
37.800,25.200,367.0000,-2.279831
37.800,25.200,368.0000,8.857441
37.800,25.200,369.0000,4.141442
37.800,25.200,370.0000,-4.316598
37.800,25.200,371.0000,2.749850
37.800,25.200,372.0000,-1.868609
37.800,25.200,373.0000,-5.575948
37.800,25.200,374.0000,-7.434905
37.800,25.200,375.0000,6.594939
37.800,25.200,376.0000,5.550933
37.800,25.200,377.0000,-3.611243
37.800,25.200,378.0000,-3.031599
37.800,25.200,379.0000,-1.493944
37.800,25.200,380.0000,8.068082
37.800,25.200,381.0000,-4.122711
37.800,25.200,382.0000,6.815180
37.800,25.200,383.0000,12.055445
37.800,25.200,384.0000,-11.442710
37.800,25.200,385.0000,-6.528371
37.800,25.200,386.0000,1.604498
37.800,25.200,387.0000,-9.554810
37.800,25.200,388.0000,-4.014874
37.800,25.200,389.0000,2.404157
37.800,25.200,390.0000,-0.230653
37.800,25.200,391.0000,-6.435696
37.800,25.200,392.0000,-8.634732
37.800,25.200,393.0000,4.461849
37.800,25.200,394.0000,2.899431
37.800,25.200,395.0000,-3.982876
37.800,25.200,396.0000,-5.807786
37.800,25.200,397.0000,2.866790
37.800,25.200,398.0000,6.461856
37.800,25.200,399.0000,-0.344925
37.800,25.200,400.0000,8.348899
37.800,25.200,401.0000,-8.784289
37.800,25.200,402.0000,-5.188883
37.800,25.200,403.0000,6.563651
37.800,25.200,404.0000,-12.645065
37.800,25.200,405.0000,0.444560
37.800,25.200,406.0000,9.292297
37.800,25.200,407.0000,-7.469874
37.800,25.200,408.0000,4.343072
37.800,25.200,409.0000,5.467210
37.800,25.200,410.0000,9.038916
37.800,25.200,411.0000,4.795597
37.800,25.200,412.0000,2.298045
37.800,25.200,413.0000,-3.570303
37.800,25.200,414.0000,-0.397211
37.800,25.200,415.0000,0.586615
37.800,25.200,416.0000,1.106559
37.800,25.200,417.0000,7.700735
37.800,25.200,418.0000,-0.985724
37.800,25.200,419.0000,-0.087184
37.800,25.200,420.0000,5.429571
37.800,25.200,421.0000,8.307604
37.800,25.200,422.0000,-1.021459
37.800,25.200,423.0000,4.939669
37.800,25.200,424.0000,-0.915887
37.800,25.200,425.0000,5.602803
37.800,25.200,426.0000,3.636074
37.800,25.200,427.0000,6.735141
37.800,25.200,428.0000,5.299141
37.800,25.200,429.0000,-3.077856
37.800,25.200,430.0000,0.468612
37.800,25.200,431.0000,5.977636
37.800,25.200,432.0000,11.089011
37.800,25.200,433.0000,2.826451
37.800,25.200,434.0000,7.205908
37.800,25.200,435.0000,10.618901
37.800,25.200,436.0000,-2.465312
37.800,25.200,437.0000,-2.699345
37.800,25.200,438.0000,3.790826
37.800,25.200,439.0000,0.604389
37.800,25.200,440.0000,-3.181363
37.800,25.200,441.0000,-2.279501
37.800,25.200,442.0000,-6.295501
37.800,25.200,443.0000,4.884135
37.800,25.200,444.0000,1.339937
37.800,25.200,445.0000,1.723535
37.800,25.200,446.0000,-6.255267
37.800,25.200,447.0000,-15.399627
37.800,25.200,448.0000,-3.409935
37.800,25.200,449.0000,2.363914
37.800,25.200,450.0000,3.227028
37.800,25.200,451.0000,7.407823
37.800,25.200,452.0000,-2.096553
37.800,25.200,453.0000,-9.967010
37.800,25.200,454.0000,10.417730
37.800,25.200,455.0000,5.637169
37.800,25.200,456.0000,-5.199334
37.800,25.200,457.0000,3.439841
37.800,25.200,458.0000,-9.260211
37.800,25.200,459.0000,-4.823683
37.800,25.200,460.0000,0.906899
37.800,25.200,461.0000,0.087787
37.800,25.200,462.0000,-12.082426
37.800,25.200,463.0000,-7.684365
37.800,25.200,464.0000,9.526281
37.800,25.200,465.0000,6.324651
37.800,25.200,466.0000,-6.504403
37.800,25.200,467.0000,-6.182636
37.800,25.200,468.0000,12.582207
37.800,25.200,469.0000,-4.166616
37.800,25.200,470.0000,4.766878
37.800,25.200,471.0000,1.495938
37.800,25.200,472.0000,2.624429
37.800,25.200,473.0000,7.450077
37.800,25.200,474.0000,6.346073
37.800,25.200,475.0000,2.947831
37.800,25.200,476.0000,4.080485
37.800,25.200,477.0000,1.696896
37.800,25.200,478.0000,9.529262
37.800,25.200,479.0000,-0.644970
37.800,25.200,480.0000,-3.301347
37.800,25.200,481.0000,4.884599
37.800,25.200,482.0000,2.724555
37.800,25.200,483.0000,-4.897179
37.800,25.200,484.0000,-8.246329
37.800,25.200,485.0000,-4.712047
37.800,25.200,486.0000,4.085438
37.800,25.200,487.0000,6.752047
37.800,25.200,488.0000,-7.639591
37.800,25.200,489.0000,0.148567
37.800,25.200,490.0000,1.856495
37.800,25.200,491.0000,-7.666638
37.800,25.200,492.0000,-6.041914
37.800,25.200,493.0000,-6.726802
37.800,25.200,494.0000,-2.562673
37.800,25.200,495.0000,-14.236652
37.800,25.200,496.0000,-0.645223
37.800,25.200,497.0000,2.545264
37.800,25.200,498.0000,-0.451273
37.800,25.200,499.0000,0.736148
37.800,25.200,500.0000,0.592529
37.800,25.200,501.0000,1.261666
37.800,25.200,502.0000,-0.327769
37.800,25.200,503.0000,4.841560
37.800,25.200,504.0000,1.636334
37.800,25.200,505.0000,5.888729
37.800,25.200,506.0000,-4.994736
37.800,25.200,507.0000,-9.070781
37.800,25.200,508.0000,9.035759
37.800,25.200,509.0000,3.784300
37.800,25.200,510.0000,-1.650856
37.800,25.200,511.0000,-6.967056
37.800,25.200,512.0000,2.054640
37.800,25.200,513.0000,-3.333946
37.800,25.200,514.0000,-8.780798
37.800,25.200,515.0000,-11.419450
37.800,25.200,516.0000,-3.939890
37.800,25.200,517.0000,-2.574164
37.800,25.200,518.0000,5.547295
37.800,25.200,519.0000,7.394889
37.800,25.200,520.0000,-3.672253
37.800,25.200,521.0000,6.435981
37.800,25.200,522.0000,-2.200855
37.800,25.200,523.0000,-2.647929
37.800,25.200,524.0000,-2.331429
37.800,25.200,525.0000,0.393319
37.800,25.200,526.0000,0.464354
37.800,25.200,527.0000,7.913562
37.800,25.200,528.0000,-3.992753
37.800,25.200,529.0000,-8.049812
37.800,25.200,530.0000,-0.828350
37.800,25.200,531.0000,2.290346
37.800,25.200,532.0000,-0.514694
37.800,25.200,533.0000,4.453252
37.800,25.200,534.0000,7.825990
37.800,25.200,535.0000,-2.615814
37.800,25.200,536.0000,-4.259239
37.800,25.200,537.0000,-9.844275
37.800,25.200,538.0000,2.050181
37.800,25.200,539.0000,3.084441
37.800,25.200,540.0000,-3.159724
37.800,25.200,541.0000,7.781622
37.800,25.200,542.0000,1.538609
37.800,25.200,543.0000,-0.946110
37.800,25.200,544.0000,8.439843
37.800,25.200,545.0000,1.959430
37.800,25.200,546.0000,3.276418
37.800,25.200,547.0000,3.516942
37.800,25.200,548.0000,0.686140
37.800,25.200,549.0000,5.159551
37.800,25.200,550.0000,-5.205043
37.800,25.200,551.0000,-1.027160
37.800,25.200,552.0000,5.452848
37.800,25.200,553.0000,-9.974303
37.800,25.200,554.0000,0.622319
37.800,25.200,555.0000,16.503729
37.800,25.200,556.0000,-4.052238
37.800,25.200,557.0000,-5.720731
37.800,25.200,558.0000,1.548268
37.800,25.200,559.0000,-2.612912
37.800,25.200,560.0000,-1.912445
37.800,25.200,561.0000,9.142166
37.800,25.200,562.0000,-0.279850
37.800,25.200,563.0000,-0.584701
37.800,25.200,564.0000,2.064426
37.800,25.200,565.0000,-5.824724
37.800,25.200,566.0000,10.724264
37.800,25.200,567.0000,0.248401
37.800,25.200,568.0000,0.059187
37.800,25.200,569.0000,-11.195640
37.800,25.200,570.0000,-2.693721
37.800,25.200,571.0000,1.923956
37.800,25.200,572.0000,-10.658865
37.800,25.200,573.0000,0.881721
37.800,25.200,574.0000,-4.176431
37.800,25.200,575.0000,3.857808
37.800,25.200,576.0000,9.784044
37.800,25.200,577.0000,-3.836165
37.800,25.200,578.0000,-7.629045
37.800,25.200,579.0000,11.625215
37.800,25.200,580.0000,7.792298
37.800,25.200,581.0000,-5.638094
37.800,25.200,582.0000,3.539226
37.800,25.200,583.0000,-0.509618
37.800,25.200,584.0000,1.688904
37.800,25.200,585.0000,2.047688
37.800,25.200,586.0000,-0.512312
37.800,25.200,587.0000,11.449229
37.800,25.200,588.0000,12.435787
37.800,25.200,589.0000,-4.221870
37.800,25.200,590.0000,-4.783497
37.800,25.200,591.0000,-6.671720
37.800,25.200,592.0000,5.282084
37.800,25.200,593.0000,-2.230394
37.800,25.200,594.0000,-4.118152
37.800,25.200,595.0000,10.602714
37.800,25.200,596.0000,-7.448172
37.800,25.200,597.0000,5.283071
37.800,25.200,598.0000,3.202153
37.800,25.200,599.0000,-9.017933
37.800,25.200,600.0000,9.737422
37.800,25.200,601.0000,-0.299015
37.800,25.200,602.0000,2.425743
37.800,25.200,603.0000,14.165105
37.800,25.200,604.0000,3.534989
37.800,25.200,605.0000,0.102211
37.800,25.200,606.0000,7.534057
37.800,25.200,607.0000,8.007637
37.800,25.200,608.0000,0.738079
37.800,25.200,609.0000,6.553193
37.800,25.200,610.0000,1.164937
37.800,25.200,611.0000,-0.139789
37.800,25.200,612.0000,2.692268
37.800,25.200,613.0000,8.083908
37.800,25.200,614.0000,0.290266
37.800,25.200,615.0000,3.659148
37.800,25.200,616.0000,4.770556
37.800,25.200,617.0000,13.376787
37.800,25.200,618.0000,4.343981
37.800,25.200,619.0000,22.334294
37.800,25.200,620.0000,15.127798
37.800,25.200,621.0000,8.113011
37.800,25.200,622.0000,11.773607
37.800,25.200,623.0000,16.354591
37.800,25.200,624.0000,7.706857
37.800,25.200,625.0000,4.176058
37.800,25.200,626.0000,-0.180216
37.800,25.200,627.0000,-1.338289
37.800,25.200,628.0000,-10.014303
37.800,25.200,629.0000,-1.635537
37.800,25.200,630.0000,12.113103
37.800,25.200,631.0000,-8.054362
37.800,25.200,632.0000,2.737238
37.800,25.200,633.0000,-9.954236
37.800,25.200,634.0000,-0.021870
37.800,25.200,635.0000,3.222575
37.800,25.200,636.0000,12.645291
37.800,25.200,637.0000,3.900529
37.800,25.200,638.0000,-8.995511
37.800,25.200,639.0000,3.744378
37.800,25.200,640.0000,1.541671
37.800,25.200,641.0000,-2.496671
37.800,25.200,642.0000,3.425976
37.800,25.200,643.0000,-2.621309
37.800,25.200,644.0000,1.223432
37.800,25.200,645.0000,-0.615042
37.800,25.200,646.0000,-0.137891
37.800,25.200,647.0000,3.125847
37.800,25.200,648.0000,2.253431
37.800,25.200,649.0000,0.132260
37.800,25.200,650.0000,4.810263
37.800,25.200,651.0000,15.504817
37.800,25.200,652.0000,10.638818
37.800,25.200,653.0000,1.742925
37.800,25.200,654.0000,-0.343753
37.800,25.200,655.0000,9.358293
37.800,25.200,656.0000,2.378753
37.800,25.200,657.0000,-2.722133
37.800,25.200,658.0000,2.509764
37.800,25.200,659.0000,1.671683
37.800,25.200,660.0000,5.999256
37.800,25.200,661.0000,-10.616037
37.800,25.200,662.0000,3.639355
37.800,25.200,663.0000,3.169953
37.800,25.200,664.0000,-4.399347
37.800,25.200,665.0000,2.309398
37.800,25.200,666.0000,6.618136
37.800,25.200,667.0000,-4.842444
37.800,25.200,668.0000,-0.147163
37.800,25.200,669.0000,11.219521
37.800,25.200,670.0000,-3.138988
37.800,25.200,671.0000,2.142178
37.800,25.200,672.0000,2.765029
37.800,25.200,673.0000,-5.495707
37.800,25.200,674.0000,4.071983
37.800,25.200,675.0000,3.006988
37.800,25.200,676.0000,-2.083570
37.800,25.200,677.0000,15.041995
37.800,25.200,678.0000,-4.542365
37.800,25.200,679.0000,6.219609
37.800,25.200,680.0000,-6.058491
37.800,25.200,681.0000,-2.266857
37.800,25.200,682.0000,0.158879
37.800,25.200,683.0000,3.595879
37.800,25.200,684.0000,3.541972
37.800,25.200,685.0000,7.029867
37.800,25.200,686.0000,6.795813
37.800,25.200,687.0000,-0.780969
37.800,25.200,688.0000,9.606283
37.800,25.200,689.0000,-4.487399
37.800,25.200,690.0000,-1.118651
37.800,25.200,691.0000,4.681261
37.800,25.200,692.0000,3.853683
37.800,25.200,693.0000,3.245700
37.800,25.200,694.0000,7.563568
37.800,25.200,695.0000,5.828019
37.800,25.200,696.0000,-6.087978
37.800,25.200,697.0000,-9.714944
37.800,25.200,698.0000,0.738047
37.800,25.200,699.0000,10.087563
37.800,25.200,700.0000,-4.465932
37.800,25.200,701.0000,-1.208733
37.800,25.200,702.0000,11.085118
37.800,25.200,703.0000,-2.782999
37.800,25.200,704.0000,6.133750
37.800,25.200,705.0000,-0.299890
37.800,25.200,706.0000,3.338322
37.800,25.200,707.0000,-1.687642
37.800,25.200,708.0000,1.286084
37.800,25.200,709.0000,-2.319898
37.800,25.200,710.0000,10.196909
37.800,25.200,711.0000,-2.605073
37.800,25.200,712.0000,3.032226
37.800,25.200,713.0000,-5.891383
37.800,25.200,714.0000,0.608142
37.800,25.200,715.0000,-0.921278
37.800,25.200,716.0000,6.061066
37.800,25.200,717.0000,-1.319524
37.800,25.200,718.0000,5.883007
37.800,25.200,719.0000,-1.061064
37.800,25.200,720.0000,-2.487992
37.800,25.200,721.0000,-1.240195
37.800,25.200,722.0000,4.291231
37.800,25.200,723.0000,12.817081
37.800,25.200,724.0000,9.912648
37.800,25.200,725.0000,2.248348
37.800,25.200,726.0000,3.841418
37.800,25.200,727.0000,3.429382
37.800,25.200,728.0000,3.997579
37.800,25.200,729.0000,7.307319
37.800,25.200,730.0000,-1.541115
37.800,25.200,731.0000,-2.646407
37.800,25.200,732.0000,-1.562975
37.800,25.200,733.0000,0.147826
37.800,25.200,734.0000,6.628469
37.800,25.200,735.0000,2.643602
37.800,25.200,736.0000,-3.794960
37.800,25.200,737.0000,-6.190312
37.800,25.200,738.0000,10.426317
37.800,25.200,739.0000,0.797250
37.800,25.200,740.0000,0.338278
37.800,25.200,741.0000,-1.362230
37.800,25.200,742.0000,5.064209
37.800,25.200,743.0000,1.256953
37.800,25.200,744.0000,7.126654
37.800,25.200,745.0000,-0.173177
37.800,25.200,746.0000,1.933871
37.800,25.200,747.0000,3.836907
37.800,25.200,748.0000,4.236866
37.800,25.200,749.0000,4.024862
37.800,25.200,750.0000,10.130410
37.800,25.200,751.0000,1.992236
37.800,25.200,752.0000,1.667228
37.800,25.200,753.0000,0.747712
37.800,25.200,754.0000,-6.655906
37.800,25.200,755.0000,1.322284
37.800,25.200,756.0000,-12.157333
37.800,25.200,757.0000,4.440815
37.800,25.200,758.0000,-12.416108
37.800,25.200,759.0000,-1.168915
37.800,25.200,760.0000,-8.456956
37.800,25.200,761.0000,-7.163621
37.800,25.200,762.0000,4.330522
37.800,25.200,763.0000,-11.901915
