raman_shift_cm-1,intensity
200.0000,2.413854
201.0000,-0.490348
202.0000,-13.692071
203.0000,5.886128
204.0000,-8.314099
205.0000,4.348736
206.0000,2.507332
207.0000,3.578147
208.0000,2.804063
209.0000,4.561474
210.0000,3.814914
211.0000,4.496561
212.0000,-2.348536
213.0000,3.195483
214.0000,-3.318653
215.0000,-9.164592
216.0000,-1.971471
217.0000,6.610764
218.0000,-1.513794
219.0000,-0.410501
220.0000,-0.563471
221.0000,-0.977344
222.0000,6.615583
223.0000,-1.985490
224.0000,1.177293
225.0000,-7.814418
226.0000,-2.872129
227.0000,-8.426617
228.0000,-9.344205
229.0000,-0.051364
230.0000,3.948317
231.0000,3.133740
232.0000,0.459485
233.0000,-4.940393
234.0000,-8.645814
235.0000,-6.925771
236.0000,2.887501
237.0000,11.741544
238.0000,2.726847
239.0000,-2.028455
240.0000,-2.981333
241.0000,-2.071027
242.0000,-10.877177
243.0000,-1.458155
244.0000,-2.935872
245.0000,0.929135
246.0000,2.331301
247.0000,-0.543942
248.0000,3.513943
249.0000,3.136831
250.0000,-3.134859
251.0000,17.655795
252.0000,-8.121369
253.0000,-3.657117
254.0000,-5.352302
255.0000,3.126674
256.0000,1.907185
257.0000,-0.053495
258.0000,0.781234
259.0000,-1.779362
260.0000,-1.826108
261.0000,-2.429780
262.0000,-17.242703
263.0000,11.600421
264.0000,-0.281173
265.0000,0.109579
266.0000,6.211397
267.0000,-1.999964
268.0000,-2.316226
269.0000,4.664744
270.0000,4.731270
271.0000,7.437954
272.0000,1.062611
273.0000,-1.522331
274.0000,-10.367471
275.0000,0.313029
276.0000,-6.722275
277.0000,0.677810
278.0000,-0.229084
279.0000,4.586115
280.0000,-15.033713
281.0000,-4.823414
282.0000,-5.199897
283.0000,-17.689861
284.0000,-5.546202
285.0000,10.969135
286.0000,-2.542781
287.0000,-4.170352
288.0000,-1.030615
289.0000,8.680023
290.0000,-7.772561
291.0000,-4.844444
292.0000,-2.170673
293.0000,-6.516640
294.0000,2.014554
295.0000,3.454506
296.0000,-9.358816
297.0000,8.293441
298.0000,10.503224
299.0000,-0.882931
300.0000,2.186678
301.0000,-4.119462
302.0000,-4.289212
303.0000,-2.029396
304.0000,-10.376630
305.0000,12.309015
306.0000,0.365147
307.0000,-0.674079
308.0000,-6.953793
309.0000,9.526961
310.0000,7.622934
311.0000,8.828907
312.0000,0.850770
313.0000,5.506751
314.0000,-2.882229
315.0000,-6.506414
316.0000,3.087234
317.0000,-4.165064
318.0000,3.340398
319.0000,-3.854555
320.0000,1.725990
321.0000,1.255286
322.0000,0.331915
323.0000,-4.474116
324.0000,8.295057
325.0000,-0.824112
326.0000,-1.896617
327.0000,-11.664977
328.0000,-0.474046
329.0000,1.301591
330.0000,2.365972
331.0000,9.374646
332.0000,5.802737
333.0000,-7.445341
334.0000,3.251555
335.0000,-5.787084
336.0000,-3.202515
337.0000,-3.809962
338.0000,-2.690195
339.0000,-8.285487
340.0000,-3.481031
