x,y,raman_shift_cm-1,intensity
37.800,25.200,200.0000,7.087972
37.800,25.200,201.0000,4.633029
37.800,25.200,202.0000,7.827759
37.800,25.200,203.0000,7.804529
37.800,25.200,204.0000,0.305474
37.800,25.200,205.0000,9.564800
37.800,25.200,206.0000,-5.573849
37.800,25.200,207.0000,5.929413
37.800,25.200,208.0000,-1.644315
37.800,25.200,209.0000,1.196205
37.800,25.200,210.0000,9.484592
37.800,25.200,211.0000,-5.769420
37.800,25.200,212.0000,0.610136
37.800,25.200,213.0000,2.549106
37.800,25.200,214.0000,1.508274
37.800,25.200,215.0000,6.522340
37.800,25.200,216.0000,-5.406170
37.800,25.200,217.0000,5.252709
37.800,25.200,218.0000,2.431831
37.800,25.200,219.0000,5.093887
37.800,25.200,220.0000,1.202339
37.800,25.200,221.0000,7.496106
37.800,25.200,222.0000,8.017545
37.800,25.200,223.0000,7.071557
37.800,25.200,224.0000,-0.315276
37.800,25.200,225.0000,-1.533688
37.800,25.200,226.0000,-2.961522
37.800,25.200,227.0000,1.277244
37.800,25.200,228.0000,2.118962
37.800,25.200,229.0000,-2.893103
37.800,25.200,230.0000,-2.780112
37.800,25.200,231.0000,-9.726047
37.800,25.200,232.0000,4.538790
37.800,25.200,233.0000,-4.472914
37.800,25.200,234.0000,1.171693
37.800,25.200,235.0000,16.332104
37.800,25.200,236.0000,-2.536345
37.800,25.200,237.0000,7.152305
37.800,25.200,238.0000,0.169767
37.800,25.200,239.0000,8.260265
37.800,25.200,240.0000,11.144725
37.800,25.200,241.0000,1.915734
37.800,25.200,242.0000,-7.407798
37.800,25.200,243.0000,-4.128314
37.800,25.200,244.0000,11.746448
37.800,25.200,245.0000,4.214205
37.800,25.200,246.0000,15.029134
37.800,25.200,247.0000,7.008899
37.800,25.200,248.0000,-5.837750
37.800,25.200,249.0000,3.064318
37.800,25.200,250.0000,19.952491
37.800,25.200,251.0000,-5.168061
37.800,25.200,252.0000,1.167554
37.800,25.200,253.0000,4.256839
37.800,25.200,254.0000,4.720458
37.800,25.200,255.0000,9.409706
37.800,25.200,256.0000,9.462546
37.800,25.200,257.0000,-0.592097
37.800,25.200,258.0000,3.575739
37.800,25.200,259.0000,0.199675
37.800,25.200,260.0000,-6.559848
37.800,25.200,261.0000,-4.860634
37.800,25.200,262.0000,-15.807070
37.800,25.200,263.0000,-6.142674
37.800,25.200,264.0000,-1.913696
37.800,25.200,265.0000,7.057762
37.800,25.200,266.0000,-5.443236
37.800,25.200,267.0000,0.817112
37.800,25.200,268.0000,3.411834
37.800,25.200,269.0000,2.141833
37.800,25.200,270.0000,-7.509939
37.800,25.200,271.0000,-2.320945
37.800,25.200,272.0000,-3.258734
37.800,25.200,273.0000,-4.028121
37.800,25.200,274.0000,11.707442
37.800,25.200,275.0000,7.061337
37.800,25.200,276.0000,1.070373
37.800,25.200,277.0000,3.319605
37.800,25.200,278.0000,-2.726777
37.800,25.200,279.0000,-0.179289
37.800,25.200,280.0000,-5.084795
37.800,25.200,281.0000,-3.784330
37.800,25.200,282.0000,-0.291833
37.800,25.200,283.0000,4.281679
37.800,25.200,284.0000,2.657438
37.800,25.200,285.0000,-5.414938
37.800,25.200,286.0000,-0.624391
37.800,25.200,287.0000,-1.299980
37.800,25.200,288.0000,-2.639566
37.800,25.200,289.0000,-12.744737
37.800,25.200,290.0000,11.993628
37.800,25.200,291.0000,4.312104
37.800,25.200,292.0000,-3.476503
