spectrum_id,material,raman_shift_cm-1,intensity
PS_01,polystyrene,200.0000,40.205940
PS_01,polystyrene,201.0000,40.206617
PS_01,polystyrene,202.0000,40.207298
PS_01,polystyrene,203.0000,40.207983
PS_01,polystyrene,204.0000,40.208671
PS_01,polystyrene,205.0000,40.209364
PS_01,polystyrene,206.0000,40.210061
PS_01,polystyrene,207.0000,40.210762
PS_01,polystyrene,208.0000,40.211467
PS_01,polystyrene,209.0000,40.212176
PS_01,polystyrene,210.0000,40.212889
PS_01,polystyrene,211.0000,40.213606
PS_01,polystyrene,212.0000,40.214328
PS_01,polystyrene,213.0000,40.215053
PS_01,polystyrene,214.0000,40.215783
PS_01,polystyrene,215.0000,40.216518
PS_01,polystyrene,216.0000,40.217256
PS_01,polystyrene,217.0000,40.217999
PS_01,polystyrene,218.0000,40.218747
PS_01,polystyrene,219.0000,40.219499
PS_01,polystyrene,220.0000,40.220255
PS_01,polystyrene,221.0000,40.221017
PS_01,polystyrene,222.0000,40.221782
PS_01,polystyrene,223.0000,40.222553
PS_01,polystyrene,224.0000,40.223327
PS_01,polystyrene,225.0000,40.224107
PS_01,polystyrene,226.0000,40.224892
PS_01,polystyrene,227.0000,40.225681
PS_01,polystyrene,228.0000,40.226475
PS_01,polystyrene,229.0000,40.227274
PS_01,polystyrene,230.0000,40.228078
PS_01,polystyrene,231.0000,40.228887
PS_01,polystyrene,232.0000,40.229701
PS_01,polystyrene,233.0000,40.230520
PS_01,polystyrene,234.0000,40.231344
PS_01,polystyrene,235.0000,40.232173
PS_01,polystyrene,236.0000,40.233008
PS_01,polystyrene,237.0000,40.233848
PS_01,polystyrene,238.0000,40.234693
PS_01,polystyrene,239.0000,40.235543
PS_01,polystyrene,240.0000,40.236399
PS_01,polystyrene,241.0000,40.237260
PS_01,polystyrene,242.0000,40.238127
PS_01,polystyrene,243.0000,40.239000
PS_01,polystyrene,244.0000,40.239878
PS_01,polystyrene,245.0000,40.240761
PS_01,polystyrene,246.0000,40.241651
PS_01,polystyrene,247.0000,40.242546
PS_01,polystyrene,248.0000,40.243447
PS_01,polystyrene,249.0000,40.244354
PS_01,polystyrene,250.0000,40.245267
PS_01,polystyrene,251.0000,40.246186
PS_01,polystyrene,252.0000,40.247111
PS_01,polystyrene,253.0000,40.248042
PS_01,polystyrene,254.0000,40.248979
PS_01,polystyrene,255.0000,40.249923
PS_01,polystyrene,256.0000,40.250873
PS_01,polystyrene,257.0000,40.251829
PS_01,polystyrene,258.0000,40.252791
PS_01,polystyrene,259.0000,40.253761
PS_01,polystyrene,260.0000,40.254736
PS_01,polystyrene,261.0000,40.255719
PS_01,polystyrene,262.0000,40.256708
PS_01,polystyrene,263.0000,40.257704
PS_01,polystyrene,264.0000,40.258706
PS_01,polystyrene,265.0000,40.259716
PS_01,polystyrene,266.0000,40.260732
PS_01,polystyrene,267.0000,40.261756
PS_01,polystyrene,268.0000,40.262787
PS_01,polystyrene,269.0000,40.263824
PS_01,polystyrene,270.0000,40.264870
PS_01,polystyrene,271.0000,40.265922
PS_01,polystyrene,272.0000,40.266982
PS_01,polystyrene,273.0000,40.268049
PS_01,polystyrene,274.0000,40.269124
PS_01,polystyrene,275.0000,40.270207
PS_01,polystyrene,276.0000,40.271297
PS_01,polystyrene,277.0000,40.272395
PS_01,polystyrene,278.0000,40.273501
PS_01,polystyrene,279.0000,40.274615
PS_01,polystyrene,280.0000,40.275738
PS_01,polystyrene,281.0000,40.276868
PS_01,polystyrene,282.0000,40.278006
PS_01,polystyrene,283.0000,40.279153
PS_01,polystyrene,284.0000,40.280308
PS_01,polystyrene,285.0000,40.281472
PS_01,polystyrene,286.0000,40.282644
PS_01,polystyrene,287.0000,40.283825
PS_01,polystyrene,288.0000,40.285015
PS_01,polystyrene,289.0000,40.286214
PS_01,polystyrene,290.0000,40.287421
PS_01,polystyrene,291.0000,40.288638
PS_01,polystyrene,292.0000,40.289864
PS_01,polystyrene,293.0000,40.291099
PS_01,polystyrene,294.0000,40.292344
PS_01,polystyrene,295.0000,40.293598
PS_01,polystyrene,296.0000,40.294862
PS_01,polystyrene,297.0000,40.296135
PS_01,polystyrene,298.0000,40.297419
PS_01,polystyrene,299.0000,40.298712
PS_01,polystyrene,300.0000,40.300015
PS_01,polystyrene,301.0000,40.301328
PS_01,polystyrene,302.0000,40.302652
PS_01,polystyrene,303.0000,40.303986
PS_01,polystyrene,304.0000,40.305331
PS_01,polystyrene,305.0000,40.306686
PS_01,polystyrene,306.0000,40.308052
PS_01,polystyrene,307.0000,40.309429
PS_01,polystyrene,308.0000,40.310817
PS_01,polystyrene,309.0000,40.312216
PS_01,polystyrene,310.0000,40.313626
PS_01,polystyrene,311.0000,40.315048
PS_01,polystyrene,312.0000,40.316481
PS_01,polystyrene,313.0000,40.317926
PS_01,polystyrene,314.0000,40.319383
PS_01,polystyrene,315.0000,40.320852
PS_01,polystyrene,316.0000,40.322333
PS_01,polystyrene,317.0000,40.323826
PS_01,polystyrene,318.0000,40.325332
PS_01,polystyrene,319.0000,40.326850
PS_01,polystyrene,320.0000,40.328381
PS_01,polystyrene,321.0000,40.329925
PS_01,polystyrene,322.0000,40.331482
PS_01,polystyrene,323.0000,40.333052
PS_01,polystyrene,324.0000,40.334635
PS_01,polystyrene,325.0000,40.336232
PS_01,polystyrene,326.0000,40.337843
PS_01,polystyrene,327.0000,40.339467
PS_01,polystyrene,328.0000,40.341106
PS_01,polystyrene,329.0000,40.342759
PS_01,polystyrene,330.0000,40.344426
PS_01,polystyrene,331.0000,40.346108
PS_01,polystyrene,332.0000,40.347805
PS_01,polystyrene,333.0000,40.349516
PS_01,polystyrene,334.0000,40.351243
PS_01,polystyrene,335.0000,40.352985
PS_01,polystyrene,336.0000,40.354743
PS_01,polystyrene,337.0000,40.356517
PS_01,polystyrene,338.0000,40.358306
PS_01,polystyrene,339.0000,40.360112
PS_01,polystyrene,340.0000,40.361934
PS_01,polystyrene,341.0000,40.363773
PS_01,polystyrene,342.0000,40.365629
PS_01,polystyrene,343.0000,40.367501
PS_01,polystyrene,344.0000,40.369391
PS_01,polystyrene,345.0000,40.371299
PS_01,polystyrene,346.0000,40.373224
PS_01,polystyrene,347.0000,40.375168
PS_01,polystyrene,348.0000,40.377130
PS_01,polystyrene,349.0000,40.379110
PS_01,polystyrene,350.0000,40.381109
PS_01,polystyrene,351.0000,40.383127
PS_01,polystyrene,352.0000,40.385165
PS_01,polystyrene,353.0000,40.387222
PS_01,polystyrene,354.0000,40.389298
PS_01,polystyrene,355.0000,40.391396
PS_01,polystyrene,356.0000,40.393513
PS_01,polystyrene,357.0000,40.395651
PS_01,polystyrene,358.0000,40.397810
PS_01,polystyrene,359.0000,40.399991
PS_01,polystyrene,360.0000,40.402193
PS_01,polystyrene,361.0000,40.404417
PS_01,polystyrene,362.0000,40.406664
PS_01,polystyrene,363.0000,40.408933
PS_01,polystyrene,364.0000,40.411225
PS_01,polystyrene,365.0000,40.413540
PS_01,polystyrene,366.0000,40.415879
PS_01,polystyrene,367.0000,40.418242
PS_01,polystyrene,368.0000,40.420629
PS_01,polystyrene,369.0000,40.423041
PS_01,polystyrene,370.0000,40.425477
PS_01,polystyrene,371.0000,40.427940
PS_01,polystyrene,372.0000,40.430428
PS_01,polystyrene,373.0000,40.432942
PS_01,polystyrene,374.0000,40.435483
PS_01,polystyrene,375.0000,40.438051
PS_01,polystyrene,376.0000,40.440647
PS_01,polystyrene,377.0000,40.443270
PS_01,polystyrene,378.0000,40.445922
PS_01,polystyrene,379.0000,40.448603
PS_01,polystyrene,380.0000,40.451312
PS_01,polystyrene,381.0000,40.454052
PS_01,polystyrene,382.0000,40.456821
PS_01,polystyrene,383.0000,40.459622
PS_01,polystyrene,384.0000,40.462453
PS_01,polystyrene,385.0000,40.465316
PS_01,polystyrene,386.0000,40.468211
PS_01,polystyrene,387.0000,40.471139
PS_01,polystyrene,388.0000,40.474100
PS_01,polystyrene,389.0000,40.477095
PS_01,polystyrene,390.0000,40.480124
PS_01,polystyrene,391.0000,40.483188
PS_01,polystyrene,392.0000,40.486288
PS_01,polystyrene,393.0000,40.489424
PS_01,polystyrene,394.0000,40.492596
PS_01,polystyrene,395.0000,40.495806
PS_01,polystyrene,396.0000,40.499054
PS_01,polystyrene,397.0000,40.502340
PS_01,polystyrene,398.0000,40.505665
PS_01,polystyrene,399.0000,40.509031
PS_01,polystyrene,400.0000,40.512437
PS_01,polystyrene,401.0000,40.515884
PS_01,polystyrene,402.0000,40.519374
PS_01,polystyrene,403.0000,40.522906
PS_01,polystyrene,404.0000,40.526482
PS_01,polystyrene,405.0000,40.530103
PS_01,polystyrene,406.0000,40.533768
PS_01,polystyrene,407.0000,40.537480
PS_01,polystyrene,408.0000,40.541238
PS_01,polystyrene,409.0000,40.545044
PS_01,polystyrene,410.0000,40.548898
PS_01,polystyrene,411.0000,40.552802
PS_01,polystyrene,412.0000,40.556756
PS_01,polystyrene,413.0000,40.560762
PS_01,polystyrene,414.0000,40.564819
PS_01,polystyrene,415.0000,40.568930
PS_01,polystyrene,416.0000,40.573096
PS_01,polystyrene,417.0000,40.577316
PS_01,polystyrene,418.0000,40.581593
PS_01,polystyrene,419.0000,40.585927
PS_01,polystyrene,420.0000,40.590319
PS_01,polystyrene,421.0000,40.594771
PS_01,polystyrene,422.0000,40.599284
PS_01,polystyrene,423.0000,40.603859
PS_01,polystyrene,424.0000,40.608498
PS_01,polystyrene,425.0000,40.613200
PS_01,polystyrene,426.0000,40.617969
PS_01,polystyrene,427.0000,40.622804
PS_01,polystyrene,428.0000,40.627708
PS_01,polystyrene,429.0000,40.632682
PS_01,polystyrene,430.0000,40.637727
PS_01,polystyrene,431.0000,40.642844
PS_01,polystyrene,432.0000,40.648036
PS_01,polystyrene,433.0000,40.653303
PS_01,polystyrene,434.0000,40.658648
PS_01,polystyrene,435.0000,40.664072
PS_01,polystyrene,436.0000,40.669576
PS_01,polystyrene,437.0000,40.675163
PS_01,polystyrene,438.0000,40.680834
PS_01,polystyrene,439.0000,40.686590
PS_01,polystyrene,440.0000,40.692435
PS_01,polystyrene,441.0000,40.698369
PS_01,polystyrene,442.0000,40.704394
PS_01,polystyrene,443.0000,40.710513
PS_01,polystyrene,444.0000,40.716728
PS_01,polystyrene,445.0000,40.723041
PS_01,polystyrene,446.0000,40.729454
PS_01,polystyrene,447.0000,40.735968
PS_01,polystyrene,448.0000,40.742588
PS_01,polystyrene,449.0000,40.749315
PS_01,polystyrene,450.0000,40.756150
PS_01,polystyrene,451.0000,40.763098
PS_01,polystyrene,452.0000,40.770161
PS_01,polystyrene,453.0000,40.777341
PS_01,polystyrene,454.0000,40.784640
PS_01,polystyrene,455.0000,40.792063
PS_01,polystyrene,456.0000,40.799611
PS_01,polystyrene,457.0000,40.807288
PS_01,polystyrene,458.0000,40.815097
PS_01,polystyrene,459.0000,40.823042
PS_01,polystyrene,460.0000,40.831124
PS_01,polystyrene,461.0000,40.839349
PS_01,polystyrene,462.0000,40.847719
PS_01,polystyrene,463.0000,40.856237
PS_01,polystyrene,464.0000,40.864909
PS_01,polystyrene,465.0000,40.873737
PS_01,polystyrene,466.0000,40.882726
PS_01,polystyrene,467.0000,40.891879
PS_01,polystyrene,468.0000,40.901202
PS_01,polystyrene,469.0000,40.910698
PS_01,polystyrene,470.0000,40.920371
PS_01,polystyrene,471.0000,40.930228
PS_01,polystyrene,472.0000,40.940272
PS_01,polystyrene,473.0000,40.950508
PS_01,polystyrene,474.0000,40.960942
PS_01,polystyrene,475.0000,40.971579
PS_01,polystyrene,476.0000,40.982425
PS_01,polystyrene,477.0000,40.993485
PS_01,polystyrene,478.0000,41.004765
PS_01,polystyrene,479.0000,41.016271
PS_01,polystyrene,480.0000,41.028011
PS_01,polystyrene,481.0000,41.039990
PS_01,polystyrene,482.0000,41.052215
PS_01,polystyrene,483.0000,41.064693
PS_01,polystyrene,484.0000,41.077433
PS_01,polystyrene,485.0000,41.090440
PS_01,polystyrene,486.0000,41.103724
PS_01,polystyrene,487.0000,41.117292
PS_01,polystyrene,488.0000,41.131153
PS_01,polystyrene,489.0000,41.145316
PS_01,polystyrene,490.0000,41.159789
PS_01,polystyrene,491.0000,41.174583
PS_01,polystyrene,492.0000,41.189708
PS_01,polystyrene,493.0000,41.205173
PS_01,polystyrene,494.0000,41.220990
PS_01,polystyrene,495.0000,41.237168
PS_01,polystyrene,496.0000,41.253721
PS_01,polystyrene,497.0000,41.270660
PS_01,polystyrene,498.0000,41.287998
PS_01,polystyrene,499.0000,41.305747
PS_01,polystyrene,500.0000,41.323922
PS_01,polystyrene,501.0000,41.342535
PS_01,polystyrene,502.0000,41.361603
PS_01,polystyrene,503.0000,41.381140
PS_01,polystyrene,504.0000,41.401163
PS_01,polystyrene,505.0000,41.421688
PS_01,polystyrene,506.0000,41.442733
PS_01,polystyrene,507.0000,41.464316
PS_01,polystyrene,508.0000,41.486456
PS_01,polystyrene,509.0000,41.509172
PS_01,polystyrene,510.0000,41.532487
PS_01,polystyrene,511.0000,41.556420
PS_01,polystyrene,512.0000,41.580997
PS_01,polystyrene,513.0000,41.606239
PS_01,polystyrene,514.0000,41.632172
PS_01,polystyrene,515.0000,41.658822
PS_01,polystyrene,516.0000,41.686217
PS_01,polystyrene,517.0000,41.714384
PS_01,polystyrene,518.0000,41.743356
PS_01,polystyrene,519.0000,41.773162
PS_01,polystyrene,520.0000,41.803836
PS_01,polystyrene,521.0000,41.835413
PS_01,polystyrene,522.0000,41.867929
PS_01,polystyrene,523.0000,41.901424
PS_01,polystyrene,524.0000,41.935937
PS_01,polystyrene,525.0000,41.971511
PS_01,polystyrene,526.0000,42.008190
PS_01,polystyrene,527.0000,42.046023
PS_01,polystyrene,528.0000,42.085059
PS_01,polystyrene,529.0000,42.125351
PS_01,polystyrene,530.0000,42.166954
PS_01,polystyrene,531.0000,42.209926
PS_01,polystyrene,532.0000,42.254329
PS_01,polystyrene,533.0000,42.300230
PS_01,polystyrene,534.0000,42.347696
PS_01,polystyrene,535.0000,42.396802
PS_01,polystyrene,536.0000,42.447624
PS_01,polystyrene,537.0000,42.500246
PS_01,polystyrene,538.0000,42.554754
PS_01,polystyrene,539.0000,42.611241
PS_01,polystyrene,540.0000,42.669805
PS_01,polystyrene,541.0000,42.730551
PS_01,polystyrene,542.0000,42.793591
PS_01,polystyrene,543.0000,42.859041
PS_01,polystyrene,544.0000,42.927029
PS_01,polystyrene,545.0000,42.997689
PS_01,polystyrene,546.0000,43.071164
PS_01,polystyrene,547.0000,43.147608
PS_01,polystyrene,548.0000,43.227184
PS_01,polystyrene,549.0000,43.310068
PS_01,polystyrene,550.0000,43.396448
PS_01,polystyrene,551.0000,43.486524
PS_01,polystyrene,552.0000,43.580513
PS_01,polystyrene,553.0000,43.678646
PS_01,polystyrene,554.0000,43.781172
PS_01,polystyrene,555.0000,43.888361
PS_01,polystyrene,556.0000,44.000500
PS_01,polystyrene,557.0000,44.117901
PS_01,polystyrene,558.0000,44.240901
PS_01,polystyrene,559.0000,44.369864
PS_01,polystyrene,560.0000,44.505184
PS_01,polystyrene,561.0000,44.647287
PS_01,polystyrene,562.0000,44.796636
PS_01,polystyrene,563.0000,44.953735
PS_01,polystyrene,564.0000,45.119131
PS_01,polystyrene,565.0000,45.293421
PS_01,polystyrene,566.0000,45.477255
PS_01,polystyrene,567.0000,45.671345
PS_01,polystyrene,568.0000,45.876471
PS_01,polystyrene,569.0000,46.093484
PS_01,polystyrene,570.0000,46.323324
PS_01,polystyrene,571.0000,46.567021
PS_01,polystyrene,572.0000,46.825712
PS_01,polystyrene,573.0000,47.100653
PS_01,polystyrene,574.0000,47.393230
PS_01,polystyrene,575.0000,47.704985
PS_01,polystyrene,576.0000,48.037625
PS_01,polystyrene,577.0000,48.393055
PS_01,polystyrene,578.0000,48.773397
PS_01,polystyrene,579.0000,49.181027
PS_01,polystyrene,580.0000,49.618607
PS_01,polystyrene,581.0000,50.089129
PS_01,polystyrene,582.0000,50.595967
PS_01,polystyrene,583.0000,51.142932
PS_01,polystyrene,584.0000,51.734343
PS_01,polystyrene,585.0000,52.375112
PS_01,polystyrene,586.0000,53.070840
PS_01,polystyrene,587.0000,53.827935
PS_01,polystyrene,588.0000,54.653756
PS_01,polystyrene,589.0000,55.556783
PS_01,polystyrene,590.0000,56.546826
PS_01,polystyrene,591.0000,57.635277
PS_01,polystyrene,592.0000,58.835424
PS_01,polystyrene,593.0000,60.162834
PS_01,polystyrene,594.0000,61.635822
PS_01,polystyrene,595.0000,63.276052
PS_01,polystyrene,596.0000,65.109265
PS_01,polystyrene,597.0000,67.166220
PS_01,polystyrene,598.0000,69.483870
PS_01,polystyrene,599.0000,72.106860
PS_01,polystyrene,600.0000,75.089459
PS_01,polystyrene,601.0000,78.498028
PS_01,polystyrene,602.0000,82.414225
PS_01,polystyrene,603.0000,86.939153
PS_01,polystyrene,604.0000,92.198762
PS_01,polystyrene,605.0000,98.350853
PS_01,polystyrene,606.0000,105.594123
PS_01,polystyrene,607.0000,114.179711
PS_01,polystyrene,608.0000,124.425531
PS_01,polystyrene,609.0000,136.733195
PS_01,polystyrene,610.0000,151.605879
PS_01,polystyrene,611.0000,169.662137
PS_01,polystyrene,612.0000,191.633341
PS_01,polystyrene,613.0000,218.317682
PS_01,polystyrene,614.0000,250.437331
PS_01,polystyrene,615.0000,288.308200
PS_01,polystyrene,616.0000,331.210609
PS_01,polystyrene,617.0000,376.443424
PS_01,polystyrene,618.0000,418.445485
PS_01,polystyrene,619.0000,449.096210
PS_01,polystyrene,620.0000,460.449652
PS_01,polystyrene,621.0000,449.100407
PS_01,polystyrene,622.0000,418.453881
PS_01,polystyrene,623.0000,376.456019
PS_01,polystyrene,624.0000,331.227403
PS_01,polystyrene,625.0000,288.329195
PS_01,polystyrene,626.0000,250.462528
PS_01,polystyrene,627.0000,218.347083
PS_01,polystyrene,628.0000,191.666949
PS_01,polystyrene,629.0000,169.699954
PS_01,polystyrene,630.0000,151.647908
PS_01,polystyrene,631.0000,136.779439
PS_01,polystyrene,632.0000,124.475993
PS_01,polystyrene,633.0000,114.234394
PS_01,polystyrene,634.0000,105.653032
PS_01,polystyrene,635.0000,98.413992
PS_01,polystyrene,636.0000,92.266137
PS_01,polystyrene,637.0000,87.010767
PS_01,polystyrene,638.0000,82.490084
PS_01,polystyrene,639.0000,78.578138
PS_01,polystyrene,640.0000,75.173826
PS_01,polystyrene,641.0000,72.195490
PS_01,polystyrene,642.0000,69.576769
PS_01,polystyrene,643.0000,67.263396
PS_01,polystyrene,644.0000,65.210724
PS_01,polystyrene,645.0000,63.381802
PS_01,polystyrene,646.0000,61.745872
PS_01,polystyrene,647.0000,60.277190
PS_01,polystyrene,648.0000,58.954097
PS_01,polystyrene,649.0000,57.758274
PS_01,polystyrene,650.0000,56.674156
PS_01,polystyrene,651.0000,55.688457
PS_01,polystyrene,652.0000,54.789783
PS_01,polystyrene,653.0000,53.968325
PS_01,polystyrene,654.0000,53.215604
PS_01,polystyrene,655.0000,52.524261
PS_01,polystyrene,656.0000,51.887888
PS_01,polystyrene,657.0000,51.300884
PS_01,polystyrene,658.0000,50.758339
PS_01,polystyrene,659.0000,50.255933
PS_01,polystyrene,660.0000,49.789854
PS_01,polystyrene,661.0000,49.356732
PS_01,polystyrene,662.0000,48.953573
PS_01,polystyrene,663.0000,48.577715
PS_01,polystyrene,664.0000,48.226784
PS_01,polystyrene,665.0000,47.898656
PS_01,polystyrene,666.0000,47.591430
PS_01,polystyrene,667.0000,47.303395
PS_01,polystyrene,668.0000,47.033013
PS_01,polystyrene,669.0000,46.778896
PS_01,polystyrene,670.0000,46.539790
PS_01,polystyrene,671.0000,46.314558
PS_01,polystyrene,672.0000,46.102168
PS_01,polystyrene,673.0000,45.901685
PS_01,polystyrene,674.0000,45.712255
PS_01,polystyrene,675.0000,45.533099
PS_01,polystyrene,676.0000,45.363506
PS_01,polystyrene,677.0000,45.202826
PS_01,polystyrene,678.0000,45.050463
PS_01,polystyrene,679.0000,44.905869
PS_01,polystyrene,680.0000,44.768542
PS_01,polystyrene,681.0000,44.638019
PS_01,polystyrene,682.0000,44.513874
PS_01,polystyrene,683.0000,44.395714
PS_01,polystyrene,684.0000,44.283174
PS_01,polystyrene,685.0000,44.175919
PS_01,polystyrene,686.0000,44.073638
PS_01,polystyrene,687.0000,43.976042
PS_01,polystyrene,688.0000,43.882864
PS_01,polystyrene,689.0000,43.793854
PS_01,polystyrene,690.0000,43.708782
PS_01,polystyrene,691.0000,43.627432
PS_01,polystyrene,692.0000,43.549603
PS_01,polystyrene,693.0000,43.475107
PS_01,polystyrene,694.0000,43.403772
PS_01,polystyrene,695.0000,43.335432
PS_01,polystyrene,696.0000,43.269935
PS_01,polystyrene,697.0000,43.207138
PS_01,polystyrene,698.0000,43.146908
PS_01,polystyrene,699.0000,43.089119
PS_01,polystyrene,700.0000,43.033652
PS_01,polystyrene,701.0000,42.980398
PS_01,polystyrene,702.0000,42.929252
PS_01,polystyrene,703.0000,42.880116
PS_01,polystyrene,704.0000,42.832899
PS_01,polystyrene,705.0000,42.787514
PS_01,polystyrene,706.0000,42.743878
PS_01,polystyrene,707.0000,42.701916
PS_01,polystyrene,708.0000,42.661554
PS_01,polystyrene,709.0000,42.622724
PS_01,polystyrene,710.0000,42.585361
PS_01,polystyrene,711.0000,42.549404
PS_01,polystyrene,712.0000,42.514795
PS_01,polystyrene,713.0000,42.481478
PS_01,polystyrene,714.0000,42.449403
PS_01,polystyrene,715.0000,42.418520
PS_01,polystyrene,716.0000,42.388782
PS_01,polystyrene,717.0000,42.360146
PS_01,polystyrene,718.0000,42.332568
PS_01,polystyrene,719.0000,42.306010
PS_01,polystyrene,720.0000,42.280434
PS_01,polystyrene,721.0000,42.255804
PS_01,polystyrene,722.0000,42.232085
PS_01,polystyrene,723.0000,42.209246
PS_01,polystyrene,724.0000,42.187255
PS_01,polystyrene,725.0000,42.166083
PS_01,polystyrene,726.0000,42.145702
PS_01,polystyrene,727.0000,42.126085
PS_01,polystyrene,728.0000,42.107208
PS_01,polystyrene,729.0000,42.089047
PS_01,polystyrene,730.0000,42.071577
PS_01,polystyrene,731.0000,42.054777
PS_01,polystyrene,732.0000,42.038627
PS_01,polystyrene,733.0000,42.023106
PS_01,polystyrene,734.0000,42.008195
PS_01,polystyrene,735.0000,41.993877
PS_01,polystyrene,736.0000,41.980133
PS_01,polystyrene,737.0000,41.966948
PS_01,polystyrene,738.0000,41.954305
PS_01,polystyrene,739.0000,41.942189
PS_01,polystyrene,740.0000,41.930587
PS_01,polystyrene,741.0000,41.919484
PS_01,polystyrene,742.0000,41.908867
PS_01,polystyrene,743.0000,41.898723
PS_01,polystyrene,744.0000,41.889041
PS_01,polystyrene,745.0000,41.879810
PS_01,polystyrene,746.0000,41.871017
PS_01,polystyrene,747.0000,41.862653
PS_01,polystyrene,748.0000,41.854707
PS_01,polystyrene,749.0000,41.847171
PS_01,polystyrene,750.0000,41.840035
PS_01,polystyrene,751.0000,41.833290
PS_01,polystyrene,752.0000,41.826928
PS_01,polystyrene,753.0000,41.820941
PS_01,polystyrene,754.0000,41.815322
PS_01,polystyrene,755.0000,41.810063
PS_01,polystyrene,756.0000,41.805157
PS_01,polystyrene,757.0000,41.800597
PS_01,polystyrene,758.0000,41.796379
PS_01,polystyrene,759.0000,41.792494
PS_01,polystyrene,760.0000,41.788939
PS_01,polystyrene,761.0000,41.785707
PS_01,polystyrene,762.0000,41.782793
PS_01,polystyrene,763.0000,41.780192
PS_01,polystyrene,764.0000,41.777900
PS_01,polystyrene,765.0000,41.775913
PS_01,polystyrene,766.0000,41.774225
PS_01,polystyrene,767.0000,41.772834
PS_01,polystyrene,768.0000,41.771735
PS_01,polystyrene,769.0000,41.770925
PS_01,polystyrene,770.0000,41.770401
PS_01,polystyrene,771.0000,41.770159
PS_01,polystyrene,772.0000,41.770197
PS_01,polystyrene,773.0000,41.770512
PS_01,polystyrene,774.0000,41.771101
PS_01,polystyrene,775.0000,41.771962
PS_01,polystyrene,776.0000,41.773093
PS_01,polystyrene,777.0000,41.774491
PS_01,polystyrene,778.0000,41.776156
PS_01,polystyrene,779.0000,41.778084
PS_01,polystyrene,780.0000,41.780275
PS_01,polystyrene,781.0000,41.782728
PS_01,polystyrene,782.0000,41.785441
PS_01,polystyrene,783.0000,41.788412
PS_01,polystyrene,784.0000,41.791642
PS_01,polystyrene,785.0000,41.795129
PS_01,polystyrene,786.0000,41.798873
PS_01,polystyrene,787.0000,41.802872
PS_01,polystyrene,788.0000,41.807128
PS_01,polystyrene,789.0000,41.811639
PS_01,polystyrene,790.0000,41.816406
PS_01,polystyrene,791.0000,41.821429
PS_01,polystyrene,792.0000,41.826707
PS_01,polystyrene,793.0000,41.832242
PS_01,polystyrene,794.0000,41.838033
PS_01,polystyrene,795.0000,41.844081
PS_01,polystyrene,796.0000,41.850387
PS_01,polystyrene,797.0000,41.856953
PS_01,polystyrene,798.0000,41.863778
PS_01,polystyrene,799.0000,41.870864
PS_01,polystyrene,800.0000,41.878212
PS_01,polystyrene,801.0000,41.885824
PS_01,polystyrene,802.0000,41.893701
PS_01,polystyrene,803.0000,41.901845
PS_01,polystyrene,804.0000,41.910258
PS_01,polystyrene,805.0000,41.918941
PS_01,polystyrene,806.0000,41.927897
PS_01,polystyrene,807.0000,41.937128
PS_01,polystyrene,808.0000,41.946637
PS_01,polystyrene,809.0000,41.956425
PS_01,polystyrene,810.0000,41.966495
PS_01,polystyrene,811.0000,41.976851
PS_01,polystyrene,812.0000,41.987495
PS_01,polystyrene,813.0000,41.998431
PS_01,polystyrene,814.0000,42.009660
PS_01,polystyrene,815.0000,42.021188
PS_01,polystyrene,816.0000,42.033017
PS_01,polystyrene,817.0000,42.045152
PS_01,polystyrene,818.0000,42.057595
PS_01,polystyrene,819.0000,42.070352
PS_01,polystyrene,820.0000,42.083426
PS_01,polystyrene,821.0000,42.096822
PS_01,polystyrene,822.0000,42.110543
PS_01,polystyrene,823.0000,42.124596
PS_01,polystyrene,824.0000,42.138985
PS_01,polystyrene,825.0000,42.153715
PS_01,polystyrene,826.0000,42.168792
PS_01,polystyrene,827.0000,42.184220
PS_01,polystyrene,828.0000,42.200006
PS_01,polystyrene,829.0000,42.216156
PS_01,polystyrene,830.0000,42.232676
PS_01,polystyrene,831.0000,42.249571
PS_01,polystyrene,832.0000,42.266849
PS_01,polystyrene,833.0000,42.284517
PS_01,polystyrene,834.0000,42.302582
PS_01,polystyrene,835.0000,42.321050
PS_01,polystyrene,836.0000,42.339930
PS_01,polystyrene,837.0000,42.359230
PS_01,polystyrene,838.0000,42.378957
PS_01,polystyrene,839.0000,42.399120
PS_01,polystyrene,840.0000,42.419728
PS_01,polystyrene,841.0000,42.440790
PS_01,polystyrene,842.0000,42.462314
PS_01,polystyrene,843.0000,42.484311
PS_01,polystyrene,844.0000,42.506791
PS_01,polystyrene,845.0000,42.529764
PS_01,polystyrene,846.0000,42.553240
PS_01,polystyrene,847.0000,42.577231
PS_01,polystyrene,848.0000,42.601748
PS_01,polystyrene,849.0000,42.626803
PS_01,polystyrene,850.0000,42.652409
