raman_shift_cm-1,intensity
200,300.0067073645
201,300.0073146065
202,300.0075376935
203,300.007468633
204,300.0071994315
205,300.006822096
206,300.0072607795
207,300.0056661785
208,300.006541043
209,300.006282033
210,300.00660245
211,300.0079887455
212,300.0083761595
213,300.006720987
214,300.005556153
215,300.0048398985
216,300.0036761601
217,300.0028612297
218,300.00430860065
219,300.004439642
220,300.00400242365
221,300.0054520515
222,300.006626432
223,300.0073526935
224,300.008036371
225,300.008443103
226,300.007671555
227,300.006944189
228,300.0070801185
229,300.0061147115
230,300.005083323
231,300.005892444
232,300.005942194
233,300.0064607225
234,300.0065314865
235,300.006199578
236,300.005106024
237,300.00421671765
238,300.00404118425
239,300.0033499325
240,300.0035258581
241,300.003990244
242,300.0036397737
243,300.0036642808
244,300.003957221
245,300.0043838626
246,300.0051407415
247,300.0058182295
248,300.006333397
249,300.007192773
250,300.0081203715
251,300.0082625295
252,300.008557492
253,300.008304856
254,300.0089159145
255,300.008683587
256,300.008280873
257,300.007400786
258,300.0060953545
259,300.00459078145
260,300.00373228085
261,300.003440285
262,300.00412542005
263,300.00475105445
264,300.0075601625
265,300.008396776
266,300.008687283
267,300.009182535
268,300.008071684
269,300.0075020695
270,300.00652303
271,300.006136264
272,300.00633919
273,300.0065302855
274,300.007034797
275,300.0064491625
276,300.005615264
277,300.00476245115
278,300.00427759185
279,300.0044282891
280,300.0043705999
281,300.005400781
282,300.0066633845
283,300.007383475
284,300.0075684035
285,300.0075008795
286,300.007324367
287,300.007964283
288,300.0081643555
289,300.008349601
290,300.0081369485
291,300.0076735545
292,300.0078059425
293,300.0081621755
294,300.0079534085
295,300.0073702985
296,300.008526726
297,300.009129245
298,300.0084381915
299,300.0085382325
300,300.008080473
301,300.0078618095
302,300.0080189285
303,300.007227332
304,300.0060637295
305,300.0054533785
306,300.006402135
307,300.0067756075
308,300.0064321985
309,300.007017908
310,300.0084021635
311,300.008379302
312,300.0088690675
313,300.008237248
314,300.0081457305
315,300.009306284
316,300.0094513705
317,300.0091085435
318,300.0074490115
319,300.006711705
320,300.006737917
321,300.0056559635
322,300.0052540085
323,300.00441739625
324,300.0052436375
325,300.0066485555
326,300.007356892
327,300.0076856895
328,300.006953225
329,300.0073913115
330,300.0070834235
331,300.006513262
332,300.006565329
333,300.005651878
334,300.0067361305
335,300.0078556655
336,300.0093120995
337,300.0096539305
338,300.009085063
339,300.0099753045
340,300.008876532
341,300.009648055
342,300.0105488855
343,300.0099705305
344,300.009905424
345,300.009850863
346,300.009286262
347,300.008830526
348,300.008562624
349,300.007498477
350,300.0067838255
351,300.007768669
352,300.008185573
353,300.0073571145
354,300.0060755905
355,300.0047534153
356,300.00391074815
357,300.00449268995
358,300.0048160019
359,300.0036312707
360,300.005771478
361,300.008836114
362,300.0102293745
363,300.0100227655
364,300.010935277
365,300.0110462675
366,300.0115739455
367,300.0108273885
368,300.0095991855
369,300.0071195415
370,300.0065517085
371,300.007374143
372,300.0061519615
373,300.0048634872
374,300.0056858455
375,300.0063583575
376,300.007408503
377,300.0069141135
378,300.0076666275
379,300.005638219
380,300.0066210575
381,300.008267608
382,300.0080218895
383,300.008123111
384,300.007669803
385,300.0081019475
386,300.0077487785
387,300.0071261655
388,300.005918273
389,300.0036574794
390,300.0056578955
391,300.006065526
392,300.006138378
393,300.0063593015
394,300.0062240175
395,300.006430644
396,300.006685441
397,300.007042995
398,300.00687158
399,300.0065633525
400,300.0078891045
401,300.0080826175
402,300.0079575325
403,300.0068891015
404,300.0065185175
405,300.0054349165
406,300.005922899
407,300.0067139815
408,300.0066008545
409,300.0071482645
410,300.008167315
411,300.0101652095
412,300.011691463
413,300.0112106575
414,300.0108930445
415,300.008878455
416,300.00826486
417,300.008365454
418,300.007290193
419,300.0074146935
420,300.0069896665
421,300.0075673305
422,300.006896702
423,300.005066957
424,300.00389590955
425,300.00250338275
426,300.0031217052
427,300.0041024238
428,300.0043295584
429,300.0058796875
430,300.0058897725
431,300.0062206625
432,300.005846016
433,300.005819087
434,300.0065692055
435,300.0059928355
436,300.005771926
437,300.0057683145
438,300.00463039165
439,300.005158695
440,300.0045855111
441,300.00463459365
