raman_shift_cm-1,intensity
200,300.0090942495
201,300.0068718395
202,300.0056835225
203,300.0092397275
204,300.0114063345
205,300.010475629
206,300.0112676355
207,300.005950218
208,300.014108689
209,300.0089888545
210,300.0134819305
211,300.009561599
212,300.0094659745
213,300.008313606
214,300.017086782
215,300.0133274215
216,300.0143834305
217,300.0065348485
218,300.0111746445
219,300.009883876
220,300.013287153
221,300.0099445735
222,300.009057825
223,300.011682796
224,300.0106563675
225,300.0129015725
226,300.009110515
227,300.012061066
228,300.00983819
229,300.0111692905
230,300.009484781
231,300.011289703
232,300.0115169865
233,300.010299109
234,300.015135564
235,300.0081456535
236,300.009420789
237,300.008959143
238,300.0140225945
239,300.013240757
240,300.011011972
241,300.0087201595
242,300.010528258
243,300.010935084
244,300.010635685
245,300.0150787225
246,300.009395617
247,300.0086989205
248,300.01293751
249,300.011338977
250,300.0094067845
251,300.010948639
252,300.0104556645
253,300.0125916145
254,300.0112566965
255,300.011712171
256,300.0121840735
257,300.010811653
258,300.0077565815
259,300.008440331
260,300.011096818
261,300.0097999295
262,300.0140226255
263,300.0098964215
264,300.009636575
265,300.0124737695
266,300.0097861695
267,300.009214052
268,300.0096591405
269,300.0132372455
270,300.0088184665
271,300.010641215
272,300.0051506485
273,300.013249734
274,300.011260075
275,300.00717382
276,300.0110570815
277,300.008246054
278,300.012460957
279,300.015883883
280,300.012631213
281,300.0156764875
282,300.0081142065
283,300.0109830585
284,300.01037503
285,300.0041845265
286,300.0074476875
287,300.0082004465
288,300.0129767575
289,300.0121707025
290,300.008955615
291,300.0107127415
292,300.011767407
293,300.011323394
294,300.0121573415
295,300.013771479
296,300.008529393
297,300.0092399665
298,300.0099542305
299,300.012761347
300,300.007500854
301,300.014231382
302,300.011899312
303,300.01190572
304,300.0118888425
305,300.0091833465
306,300.0117832535
307,300.0056352825
308,300.011212201
309,300.0089779525
310,300.008418883
311,300.0086453395
312,300.0103510215
313,300.009932191
314,300.0133075125
315,300.0070812255
316,300.0074304545
317,300.0099709465
318,300.012637385
319,300.007586577
320,300.007991365
321,300.0120714555
322,300.00919469
323,300.010650275
324,300.010205316
325,300.008439456
326,300.011840441
327,300.0181146775
328,300.0060583395
329,300.0166140515
330,300.0120978
331,300.0112745325
332,300.0145953275
333,300.01387955
334,300.0
335,300.0148943005
336,300.0033510163
337,300.0058882255
338,300.006580099
339,300.0076857535
340,300.0125574975
341,300.0153813905
342,300.008074208
343,300.0087336355
344,300.0121579785
345,300.010696985
346,300.010075021
347,300.010513042
348,300.0159948635
349,300.01123836
350,300.0138338965
351,300.009907184
352,300.0143539175
353,300.016378479
354,300.0142986815
355,300.0108973065
356,300.0081566515
357,300.00913942
358,300.005298388
359,300.0160265635
360,300.010466657
361,300.00375069185
362,300.010787154
363,300.0070212885
364,300.010491799
365,300.010299257
366,300.0102508265
367,300.00713112
368,300.012623607
369,300.0098871505
370,300.011039572
371,300.011509924
372,300.006220391
373,300.0090187355
374,300.0097411785
375,300.0083261025
376,300.0125709995
377,300.010603557
378,300.0100193635
379,300.0101781985
380,300.009091836
381,300.0099622665
382,300.0135110675
383,300.012209561
384,300.006403686
385,300.0117090325
386,300.014901809
387,300.010063165
388,300.0114457665
389,300.0104241915
390,300.0139823355
391,300.010812963
392,300.011851613
393,300.0092230815
394,300.009639254
395,300.0097918535
396,300.007581725
397,300.009301067
398,300.0096635515
399,300.0083940305
400,300.0053690995
401,300.009767177
402,300.011439849
403,300.0084312095
404,300.0094792175
405,300.013739363
406,300.0092056425
407,300.0104889265
408,300.012107175
409,300.0074070665
410,300.012593129
411,300.011865036
412,300.0065891315
413,300.010685869
414,300.009949013
415,300.0148957485
416,300.0090618585
417,300.007166292
418,300.013163796
419,300.008149728
420,300.0079335175
421,300.0098530065
422,300.0118652895
423,300.012166781
424,300.008666494
425,300.0093490085
426,300.0117106925
427,300.010578382
428,300.009675539
429,300.0143780285
430,300.008141103
431,300.009857733
432,300.0087636665
433,300.0139399785
434,300.0127113995
435,300.016465183
436,300.0120266685
437,300.0131338175
438,300.008276014
439,300.0074163925
440,300.0121213255
441,300.0087915005
442,300.014631733
443,300.0131555825
444,300.0110627665
445,300.0093041115
446,300.010254216
447,300.0072986545
448,300.0056720095
449,300.0119394745
450,300.0095733565
451,300.011760511
452,300.005498388
453,300.012323591
454,300.007449342
455,300.013836767
456,300.016274005
457,300.012253102
458,300.011958487
459,300.011621053
460,300.011926132
461,300.0076444695
462,300.0102160895
463,300.012034037
464,300.0118872175
465,300.010338528
466,300.0123308665
467,300.011051193
468,300.006923407
469,300.017327099
470,300.013253941
471,300.0106286545
472,300.0090821445
473,300.0117454465
474,300.007770163
475,300.008441153
476,300.018361482
477,300.0116480825
478,300.0111442615
479,300.007797962
480,300.0101984755
481,300.01227433
482,300.008616079
483,300.0148114905
484,300.0077705125
485,300.01156802
486,300.014036326
487,300.008448474
488,300.0084726905
489,300.011388824
490,300.00961975
491,300.0134702505
492,300.010590164
493,300.0105385515
494,300.007275282
495,300.00619016
496,300.0149979015
497,300.01145758
498,300.0176285835
499,300.011487603
500,300.0135390375
501,300.012596597
502,300.0130242345
503,300.007190457
504,300.007277213
505,300.017543256
506,300.006887721
