raman_shift_cm-1,intensity
200,299.1552273
201,298.5866248
202,298.3463534
203,298.31875835
204,298.38818495
205,298.4389785
206,296.47674355
207,296.37774085
208,300.275380705
209,300.084298175
210,300.071129295
211,296.0738778
212,295.4943849
213,294.307347
214,292.8369325
215,296.0023621
216,296.34117825
217,297.16268235
218,300.7033578
219,304.05006045
220,302.0362847
221,297.61984405
222,295.25643575
223,294.670979
224,295.77527775
225,298.86044255
226,299.74216282
227,299.35379015
228,299.04326825
229,302.65176205
230,301.07029035
231,300.91368615
232,304.3908816
233,304.71046025
234,302.5251106
235,301.7504143
236,302.7459894
237,302.48928385
238,296.6152973
239,295.4467242
240,291.3517155
241,293.2330665
242,295.16466605
243,295.77500585
244,296.9111136
245,300.309818665
246,307.0065085
247,308.4288525
248,305.0038385
249,302.63257555
250,299.82856636
251,296.78524965
252,294.996637
253,298.13709925
254,302.14411675
255,307.0137995
256,309.023494
257,305.545962
258,304.975784
259,304.2510696
260,300.46859228
261,297.3586032
262,297.54491115
263,298.48743515
264,301.286044
265,303.0993479
266,302.122354
267,302.21901065
268,304.03464905
269,302.0412673
270,300.32118993
271,304.1150664
272,302.19278945
273,301.8641125
274,302.50032785
275,299.787600185
276,302.7355074
277,302.03464855
278,300.67530955
279,298.42006615
280,302.0978901
281,301.6455924
282,304.13631635
283,308.367276
284,309.3407675
285,309.798571
286,312.126533
287,309.6914
288,307.8115315
289,304.2365798
290,302.91425385
291,300.0419386205
292,303.5684071
293,303.58570255
294,300.73225575
295,299.67153411
296,298.45520575
297,297.150613
298,298.22312385
299,294.5911795
300,294.829614
301,298.56151805
302,300.013836074
303,301.34424155
304,299.14836455
305,296.5208741
306,294.2809035
307,293.1295505
308,292.135126
309,290.284857
310,293.487336
311,294.783041
312,295.32712945
313,298.42310175
314,300.51376265
315,302.03711345
316,301.09041805
317,299.61878655
318,300.071250865
319,301.38932235
320,302.44460685
321,302.4082547
322,300.8693567
323,302.49592415
324,305.707497
325,305.2887195
326,302.7867627
327,301.6969756
328,303.6167604
329,302.9090853
330,302.53111685
331,301.42736175
332,298.524293
333,300.20116097
334,302.7541089
335,302.278556
336,300.94670275
337,303.09250995
338,304.20273795
339,302.8125447
340,301.415609
341,301.04089035
342,300.08688665
343,299.93082783
344,300.7837915
345,300.241815925
346,297.1725408
347,295.43152285
348,293.683008
349,293.189224
350,292.7164785
351,296.2348205
352,297.23625095
353,300.069570385
354,302.7621671
355,303.14099485
356,301.37262585
357,296.8751031
358,294.571925
359,293.023092
360,293.7764335
361,298.8101417
362,299.04397425
363,300.73568865
364,302.34388245
365,301.6567269
366,299.506487045
367,297.8785236
368,297.84405285
369,298.35823885
370,304.02187365
371,304.7722969
372,303.39415685
373,303.50812405
374,302.69401105
375,303.44757145
376,304.2709926
377,304.8273387
378,304.17485215
379,302.99651235
380,304.6715784
381,301.8098613
382,301.23755985
383,297.49728845
384,298.0662471
385,300.7989794
386,300.5903902
387,300.81694175
388,298.73689825
389,297.62568075
390,299.51371864
391,301.42716075
392,303.29330325
393,301.70877905
394,304.62610275
395,302.5271163
396,298.2773066
397,297.42020135
398,296.0972838
