raman_shift_cm-1,intensity
200,305.8720765
201,302.57036495
202,302.71236795
203,295.83308365
204,302.66497985
205,299.792670795
206,303.48299025
207,297.0467227
208,297.77603435
209,295.8719328
210,295.48576765
211,299.3181101
212,300.52929255
213,294.2882175
214,303.93161235
215,299.11869855
216,298.03172225
217,297.602605
218,301.62969235
219,295.953158
220,296.96573335
221,296.9439474
222,299.49268015
223,299.12848965
224,295.2403452
225,302.26905395
226,300.31263988
227,297.585691
228,301.4596465
229,301.696153
230,299.4504366
231,299.27580855
232,303.10718085
233,303.17371335
234,299.905338645
235,299.540617605
236,301.9713156
237,295.08752125
238,300.23010204
239,298.29618055
240,303.74037685
241,307.325661
242,301.77946645
243,310.834888
244,302.27485215
245,308.187099
246,300.413291965
247,304.2590385
248,304.67462685
249,300.08391746
250,307.484605
251,308.055592
252,301.89909355
253,308.513411
254,306.164055
255,304.9401363
256,309.999541
257,310.0002655
258,311.9985125
259,305.9243465
260,314.8218145
261,308.6088155
262,318.2208625
263,316.824708
264,318.2338975
265,317.681963
266,323.2612885
267,325.131857
268,325.0899175
269,333.0994415
270,327.58317
271,342.878176
272,347.7924215
273,354.288055
274,364.970815
275,382.448
276,389.37185999999997
277,405.238615
278,419.49924
279,436.962845
280,456.1567
281,460.92884000000004
282,466.005315
283,468.59837500000003
284,453.704035
285,439.017375
286,425.16021
287,399.367185
288,390.12064499999997
289,377.535845
290,365.868195
291,357.457575
292,352.791715
293,339.2747815
294,335.468148
295,334.1921255
296,327.5963805
297,327.668303
298,322.2051995
299,316.465089
300,322.820907
301,311.359888
302,308.2627765
303,321.088388
304,320.7829295
305,307.1904335
306,307.8573215
307,313.8207855
308,305.907707
309,307.887905
310,309.05034
311,305.610603
312,304.4533933
313,302.12564955
314,305.312706
315,307.4074535
316,304.32192825
317,306.870328
318,310.218597
319,301.7221417
320,306.6958595
321,301.55069415
322,304.0055995
323,305.0021235
324,302.16177595
325,304.5769305
326,301.71409715
327,303.15905215
328,308.0961205
329,308.231114
330,303.913675
331,302.9018027
332,305.7916965
333,307.4193445
334,301.8632465
335,299.88467141
336,301.6613978
337,302.0851173
338,307.227409
339,303.31819845
340,296.79745205
341,301.91369375
342,304.09442235
343,303.22749955
344,301.58853535
345,300.9354535
346,295.80536745
347,300.26453199
348,308.086271
349,305.495517
350,298.6539734
351,296.8587981
352,295.5197416
353,302.7764851
354,301.9098411
355,303.3378286
356,307.2278605
357,300.95816885
358,300.0277804445
359,300.231443105
360,299.967790551
361,299.57592181
362,299.79754374
363,301.78153905
364,303.15385005
365,307.3984665
366,295.27826285
367,300.6499284
368,299.4798803
369,305.33917
370,300.410393495
