raman_shift_cm-1,intensity
800,329.662738
801,324.24512
802,319.965993
803,322.5205965
804,314.925694
805,313.9408825
806,312.5745755
807,314.401385
808,305.868253
809,308.0059375
810,304.22955295
811,302.4761059
812,306.4766595
813,304.5373777
814,303.7995765
815,308.1053425
816,299.7553265
817,303.1313907
818,308.1198275
819,306.9466755
820,305.694099
821,304.2825473
822,305.0343205
823,304.5792198
824,301.1056978
825,305.8775925
826,302.7592096
827,298.3227308
828,303.95804265
829,307.310223
830,298.59983735
831,300.318344385
832,301.5984409
833,301.3457899
834,300.62245265
835,301.58516075
836,298.7166165
837,298.7848717
838,296.9940434
839,302.69035525
840,299.72160556
841,302.2236556
842,303.0313426
843,295.31647
844,301.305172
845,300.212170935
846,296.71890080000003
847,298.93272315
848,304.9964023
849,298.96226005
850,301.98115445
851,300.6075617
852,299.03262505
853,301.8966109
854,305.2098075
855,301.9509367
856,298.3789873
857,301.05377845
858,303.61520475
859,301.2716954
860,302.22383815
861,296.72642515
862,300.7233434
863,302.5728646
864,296.3724836
865,303.1802515
866,292.890365
867,300.44764707
868,297.54485635
869,298.1766795
870,305.877562
871,302.66425685
872,304.89413375
873,301.7804334
874,298.38361225
875,300.86002135
876,302.42186115
877,297.5514639
878,300.9328899
879,301.26087395
880,306.1574195
881,298.36699855
882,294.00657
883,301.5674926
884,297.87311815
885,306.2340525
886,301.32294435
887,300.92412385
888,304.171857
889,303.58882665
890,299.54271818
891,299.4552708
892,299.0876265
893,303.63509565
894,298.93432085
895,297.92251505
896,296.9737919
897,300.89442405
898,302.07056825
899,300.69648995
900,299.61987992
901,305.853712
902,296.9502605
903,302.84532675
904,291.97495
905,309.278212
906,301.0302475
907,297.26256205
908,304.60941085
909,303.72771275
910,304.06748915000003
911,297.48859565
912,303.0645419
913,302.6068503
914,302.6692399
915,301.6368947
916,298.5066471
917,306.445966
918,298.11025115
919,302.09010265
920,299.922340795
921,300.66948845
922,306.662101
923,298.79967365
924,304.24564205
925,302.82705955
926,295.78827755
927,297.31796385
928,305.478031
929,298.6192425
930,304.3794902
931,301.0742406
932,298.0621993
933,301.5667321
934,300.52055905
935,305.7724485
936,302.7703797
937,297.48023535
938,300.58658095
939,303.32040605
940,305.40569849999997
941,302.2215131
942,300.6177916
943,300.6188841
944,302.6371006
945,295.5799884
946,302.160909
947,303.65580195
948,300.062589045
949,301.7189692
950,303.40443045
951,300.8380169
952,303.2378374
953,301.2778728
954,308.3910755
955,300.31917341
956,300.9105176
957,304.4791832
958,304.2000066
959,307.2781795
960,304.8471826
961,300.074806025
962,307.1826145
963,306.1938855
964,310.2829235
965,309.1533545
966,300.53198645
967,307.3355975
968,307.462045
969,309.140288
970,306.888864
971,301.9745753
972,304.5107739
973,309.289344
974,302.9171676
975,313.527672
976,308.1406835
977,307.4585335
978,311.8835655
979,314.1117655
980,309.8432825
981,312.56764
982,314.795415
983,316.335621
984,316.1698015
985,314.124478
986,323.5986435
987,327.574007
988,331.302646
989,330.8591025
990,339.5371455
991,344.381744
992,355.86517
993,362.65007
994,382.739965
995,404.83705
996,437.87891
997,480.856245
998,549.085955
999,647.171045
1000,754.51459
1001,799.083935
1002,748.7475400000001
1003,645.87222
1004,552.75398
1005,486.81784500000003
1006,434.30271
1007,404.68494
1008,384.51968999999997
1009,364.27832
1010,358.32244000000003
1011,345.178608
1012,348.0622865
1013,332.0832085
1014,329.964357
1015,332.805159
1016,332.4476145
1017,331.4943075
1018,328.032429
1019,324.418157
1020,333.3696865
1021,329.908758
1022,341.8996085
1023,344.850073
1024,347.17476899999997
1025,366.358325
1026,373.972935
1027,396.924575
1028,420.714975
1029,466.477135
1030,499.23756000000003
1031,510.95556999999997
1032,497.02648
1033,462.15915
1034,425.297845
1035,390.6033
1036,372.906355
1037,357.48899
1038,344.7675245
1039,332.206515
1040,329.095093
1041,325.23448
1042,320.29594
1043,323.3680485
1044,315.2648195
1045,312.3401505
1046,313.061082
1047,310.6767805
1048,311.075707
1049,309.98704
1050,314.0067755
1051,307.9858305
1052,308.162418
1053,308.259879
1054,307.2799445
1055,305.7025655
1056,309.9738405
1057,311.3433405
1058,308.6111795
1059,305.8674845
1060,303.5210329
1061,305.4026925
1062,304.0766191
1063,303.8739131
1064,296.40372155
1065,305.3875765
1066,298.9827981
1067,302.14310015
1068,302.949759
1069,301.64345605
1070,305.354561
1071,306.644214
1072,302.55950555
1073,301.49438995
1074,299.51292744
