raman_shift_cm-1,intensity
200,302.71068565
201,303.34750445
202,306.591208
203,309.521036
204,300.6614482
205,300.47385406
206,304.86425125
207,300.303382895
208,299.3022254
209,306.9083415
210,301.37379985
211,304.3478765
212,303.54464555
213,302.0557774
214,301.53580995
215,305.5315355
216,304.9168919
217,298.85366435
218,300.8466552
219,300.415791945
220,301.7135703
221,311.0184855
222,300.90066775
223,304.84276585
224,299.44508485
225,305.3334905
226,297.2431636
227,300.5225205
228,300.410612085
229,304.8232268
230,297.40060185
231,305.424434
232,304.3752078
233,295.6219861
234,297.94032035
235,299.11530635
236,299.50066396
237,307.3032325
238,309.213893
239,305.04555
240,310.95879
241,300.79848025
242,304.99700075
243,304.97184375
244,304.6520899
245,304.65796485
246,302.92828325
247,300.303716785
248,303.9746847
249,304.82659575
250,306.0753185
251,303.08241795
252,304.579476
253,307.036948
254,303.7621729
255,305.2572445
256,302.4217684
257,303.67554515
258,306.255536
259,303.09616615
260,305.278975
261,302.2092673
262,301.44686315
263,302.6747648
264,303.63752125
265,301.6536903
266,304.6742171
267,302.3683442
268,306.3155615
269,306.9067995
270,300.9999394
271,301.12564905
272,303.64769925
273,305.6436255
274,305.023544
275,305.5775275
276,303.913999
277,302.8219837
278,298.14932855
279,305.4440495
280,310.4013615
281,305.1100985
282,303.75995415
283,304.4585076
284,303.37145055
285,302.9415109
286,302.5387987
287,304.6330012
288,303.0368661
289,297.1495927
290,307.732729
291,305.5414195
292,299.34786025
293,309.458518
294,294.5225035
295,305.4991435
296,298.39129445
297,307.091416
298,310.2061275
299,300.424996505
300,301.7404438
301,309.289408
302,306.572605
303,301.1899635
304,307.1761055
305,306.098676
306,302.78091845
307,303.25505175
308,304.6525897
309,306.077572
310,299.540243695
311,301.9070922
312,301.68052055
313,310.7454495
314,303.0523192
315,299.925993835
316,301.7105794
317,299.65014578
318,300.05470598
319,303.86960455
320,306.6529595
321,301.4046635
322,304.22244145
323,304.39991485
324,304.8806852
325,303.1523
326,303.53077185
327,307.1851035
328,308.4296145
329,304.4676923
330,299.647662025
331,307.292933
332,302.76778245
333,307.047037
334,300.02710081
335,299.1051918
336,302.09661815
337,301.5082567
338,301.08172785
339,309.778285
340,304.89966065
341,303.5204057
342,306.5475225
343,309.225757
344,307.1010405
345,306.762459
346,303.33596775
347,311.0457065
348,303.67165955
349,300.68979555
350,304.7455611
351,304.3787499
352,300.75278865
353,304.92960475
354,304.78463105
355,302.31843845
356,305.0712465
357,304.89876625
358,302.67565675
359,304.8883336
360,306.6219175
361,298.7350729
362,306.05621
363,302.8869369
364,301.35373585
365,303.6665068
366,301.03799825
367,303.33637465
368,306.422429
369,299.38605255
370,296.80253495
371,307.556691
372,305.0071555
373,304.9662077
374,310.0896455
375,301.52475155
376,302.2880831
377,302.6524107
378,303.6949926
379,303.4253134
380,303.18431835
381,301.520122
382,309.0232875
383,304.489651
384,303.5209807
385,307.3374025
386,299.4048505
387,307.0377225
388,300.249496085
389,304.485246
390,301.2882842
391,306.0459425
392,300.43754024
393,305.311637
394,302.44722125
395,306.4170755
396,302.17700985
397,301.16269095
398,307.192031
399,299.51004149
400,304.73304905
401,304.85058665
402,303.7431404
403,306.014912
404,303.56262835
405,304.3040787
406,305.81201
407,304.8346271
408,304.65992875
409,306.380224
410,299.911590075
411,300.7982775
412,303.67658925
413,307.394735
414,301.97991175
415,303.68828785
416,306.5957495
417,308.029419
418,306.0947195
419,305.94148
420,305.9249455
421,299.19170015
422,302.1052944
423,304.91355775
424,300.223464495
425,298.0846617
426,299.2229553
427,306.94873
428,299.82134869
429,306.231831
430,309.017799
431,299.23324
432,303.2841441
433,301.27599095
434,301.55237975
435,301.48554565
436,298.31264985
437,304.5069972
438,300.94292785
439,304.5806033
440,303.2442427
441,302.48347525
442,302.46258415
443,302.7368928
444,302.5201138
445,305.5186085
446,304.62862455
447,304.83780245
448,304.90107305
449,305.2567565
450,307.245471
451,307.958954
452,305.1395805
