pixel_index,raman_shift_cm-1,intensity
0,-225.296,0.11904518965655993
1,-222.228,0.11549495205858104
2,-219.160,0.11193878502743636
3,-216.094,0.10849111527520656
4,-213.029,0.10526636951397238
5,-209.965,0.10237897445581468
6,-206.902,0.09822756704045624
7,-203.840,0.09984692655561445
8,-200.780,0.10260446087825426
9,-197.721,0.09460406727915815
10,-194.663,0.09649245766817408
11,-191.606,0.0943145812411576
12,-188.551,0.09739293647445216
13,-185.497,0.10166686066215053
14,-182.444,0.08706165209827162
15,-179.392,0.08148753264772136
16,-176.341,0.0782529614619288
17,-173.292,0.06917937968719452
18,-170.243,0.0667348999329993
19,-167.196,0.05902341838715188
20,-164.150,0.06314568012296089
21,-161.106,0.06514663325536986
22,-158.062,0.07171789736291477
23,-155.020,0.07708301877958183
24,-151.979,0.07901150948663534
25,-148.939,0.08882762142004895
26,-145.900,0.09051735430066837
27,-142.862,0.08968566024615915
28,-139.826,0.08633257765517731
29,-136.791,0.08018014619175674
30,-133.757,0.06787102137634551
31,-130.724,0.05617891807198655
32,-127.693,0.04567580421116266
33,-124.662,0.03802031454476207
34,-121.633,0.03841704947198197
35,-118.605,0.04577937972122925
36,-115.578,0.04615225180540805
37,-112.553,0.06018237473677872
38,-109.528,0.06144662167926386
39,-106.505,0.06796082361555102
40,-103.483,0.07237941092456433
41,-100.462,0.07491418850696925
42,-97.442,0.07023827829128193
43,-94.424,0.06504329762184252
44,-91.406,0.06247489798313859
45,-88.390,0.05692820236009769
46,-85.375,0.05400816085680466
47,-82.361,0.053714809860293554
48,-79.349,0.049356605115855094
49,-76.337,0.046138145440749005
50,-73.327,0.05240964432990041
51,-70.318,0.055188327650080374
52,-67.310,0.05338756434033833
53,-64.304,0.04809405708498632
54,-61.298,0.043940474218707185
55,-58.294,0.04510187510803517
56,-55.290,0.04804683860553068
57,-52.288,0.038923410110065323
58,-49.288,0.030142505002145915
59,-46.288,0.029825563855428727
60,-43.289,0.04294841235765995
61,-40.292,0.04051423644420833
62,-37.296,0.06347325610625466
63,-34.301,0.11571462979654726
64,-31.307,0.1634446523510397
65,-28.315,0.18710815728356153
66,-25.323,0.18783058308697445
67,-22.333,0.16219160832641047
68,-19.344,0.13118331749422682
69,-16.356,0.09866389642691456
70,-13.369,0.05603407544737286
71,-10.384,0.004517260092516194
72,-7.399,0.0
73,-4.416,0.021892850289343187
74,-1.434,0.0279874134740723
75,1.547,0.025767032139338772
76,4.527,0.029983581363256094
77,7.506,0.028889302311418695
78,10.483,0.03283266587206583
79,13.459,0.030519294662176257
80,16.434,0.025615379851347757
81,19.408,0.017956832270216168
82,22.381,0.013381011346065893
83,25.353,0.015233024862592178
84,28.323,0.014432583998642725
85,31.293,0.013072888826445412
86,34.261,0.01636150780250695
87,37.228,0.016564400186343285
88,40.193,0.016253317141387724
89,43.158,0.015428258667640273
90,46.122,0.011321627696653189
91,49.084,0.013250432712132668
92,52.045,0.013868936787392377
93,55.005,0.015104364916555053
94,57.964,0.015029105745075185
95,60.922,0.019198486965614513
96,63.878,0.024150808961187924
97,66.834,0.03108894446589009
98,69.788,0.04067583453204995
99,72.741,0.059211389981971195
100,75.693,0.0723809633785052
101,78.644,0.08835448630922764
102,81.594,0.10194144997231928
103,84.542,0.1064882014861307
104,87.490,0.11293331258730067
105,90.436,0.11685967896265828
106,93.381,0.11300557535397167
107,96.325,0.10800541958095719
108,99.268,0.10643468150716491
109,102.209,0.11698672661260417
110,105.150,0.12347596700061625
111,108.089,0.1309354162077284
112,111.027,0.13318826044801393
113,113.964,0.1348671620893173
114,116.900,0.13951811647664686
115,119.835,0.13318606206826034
116,122.769,0.12050366093819062
117,125.701,0.11073620774213133
118,128.632,0.11057531221626389
119,131.562,0.10978345717085006
120,134.492,0.11207821635294726
121,137.419,0.11637295174477671
122,140.346,0.11019961901901107
123,143.272,0.11883755113884782
124,146.196,0.12312712304593836
125,149.120,0.11786380061924534
126,152.042,0.11848972121204483
127,154.963,0.11419543689769235
128,157.883,0.11333115332697435
129,160.802,0.10548777335244852
130,163.719,0.10404848608370146
131,166.636,0.11107226731774086
132,169.551,0.10539773636238854
133,172.466,0.09909264312971394
134,175.379,0.09530263005327555
135,178.291,0.09648702351825392
136,181.202,0.09389532258984969
137,184.111,0.08546860677449371
138,187.020,0.08459006441435686
139,189.927,0.08920077482484065
140,192.834,0.0884912888315799
141,195.739,0.10104935713047596
142,198.643,0.09467534983709168
143,201.546,0.101168599542797
144,204.448,0.112693692486995
145,207.348,0.11283626540796299
146,210.248,0.11389283896225787
147,213.146,0.11420484267758078
148,216.044,0.10199054568768563
149,218.940,0.10252927846702906
150,221.835,0.09500281658598743
151,224.729,0.09445294403896659
152,227.622,0.09212915837282952
153,230.513,0.1004995585719548
154,233.404,0.10097644667606631
155,236.293,0.09396019931697663
156,239.182,0.09500733698388454
157,242.069,0.0962824446912545
158,244.955,0.09240940618984712
159,247.840,0.10512158526087029
160,250.724,0.10502180713079767
161,253.607,0.1070374688653607
162,256.488,0.10035911921835493
163,259.369,0.09894187413671876
164,262.248,0.09088961526357736
165,265.126,0.0772890342507785
166,268.004,0.07152331680649335
167,270.880,0.07262020653980589
168,273.754,0.07646183218502331
169,276.628,0.08808120175078235
170,279.501,0.09855623211923493
171,282.373,0.10731501750248237
172,285.243,0.10240424580823156
173,288.112,0.11522289585197246
174,290.981,0.1135713347587752
175,293.848,0.1164376610194358
176,296.714,0.11095347423777727
177,299.579,0.10026441281780171
178,302.442,0.09420769560896781
179,305.305,0.09592896083249534
180,308.167,0.09559103651686197
181,311.027,0.08798938327880382
182,313.886,0.08444823750012832
183,316.745,0.09068692185961207
184,319.602,0.09944194884370176
185,322.458,0.11317264017524177
186,325.313,0.10957375020032677
187,328.167,0.10723302534447682
188,331.019,0.10409154037168343
189,333.871,0.09660335205854055
190,336.722,0.09203199334335091
191,339.571,0.08259923911530145
192,342.419,0.0740816042355041
193,345.266,0.0655640229382749
194,348.113,0.05927704415043977
195,350.958,0.058938234606223064
196,353.801,0.06031533450044145
197,356.644,0.060262750863223156
198,359.486,0.0639850680574292
199,362.327,0.061645112397629515
200,365.166,0.059534134993028065
201,368.004,0.0622847899785426
202,370.842,0.06509288705321307
203,373.678,0.06069493699741317
204,376.513,0.05166464582195663
205,379.347,0.05453081048321514
206,382.180,0.060542923598495633
207,385.012,0.05574591505684125
208,387.843,0.06021454730386036
209,390.672,0.06090883798866889
210,393.501,0.0566849478489489
211,396.328,0.06870430599067257
212,399.155,0.07780727922235282
213,401.980,0.07152581480156711
214,404.804,0.07883765217598047
215,407.627,0.08008769820025785
216,410.449,0.07211536478879839
217,413.270,0.05749435680788482
218,416.090,0.0615039984651049
219,418.909,0.05829307541939422
220,421.726,0.05718406580832831
221,424.543,0.060096039344062116
222,427.358,0.05241332916194521
223,430.173,0.04423275546245228
224,432.986,0.05414206139452119
225,435.798,0.05070011191897022
226,438.609,0.048757827995199385
227,441.419,0.039926988233438085
228,444.228,0.053204460716473306
229,447.036,0.0529018349175465
230,449.843,0.057092116503179094
231,452.649,0.05387918112797105
232,455.453,0.037798879538302646
233,458.257,0.03290376121422764
234,461.059,0.03759739904769483
235,463.861,0.02998450038315408
236,466.661,0.036773095954632344
237,469.460,0.0330270578054724
238,472.259,0.04511237534332101
239,475.056,0.051238535223412096
240,477.852,0.06107117183895931
241,480.647,0.05796714131896573
242,483.440,0.05256435881956355
243,486.233,0.05538635342005899
244,489.025,0.08136051481034376
245,491.815,0.10538025218695062
246,494.605,0.1513426491093133
247,497.393,0.2675391653483166
248,500.181,0.5117347442916913
249,502.967,0.7643960415132331
250,505.752,0.9455672657636943
251,508.537,1.0
252,511.320,0.9540602324470161
253,514.102,0.8121518407658174
254,516.883,0.6234036254386163
255,519.663,0.3819819176678792
256,522.441,0.15503131152210226
257,525.219,0.03611956515782898
258,527.996,0.04034564607895507
259,530.771,0.0602439311885459
260,533.546,0.07579688825470383
261,536.319,0.06435610714471837
262,539.092,0.062124770570184736
263,541.863,0.06858815770113429
264,544.633,0.08025751183084354
265,547.403,0.07968898513589748
266,550.171,0.07511838493331169
267,552.938,0.06328689207831266
268,555.704,0.05159407937185195
269,558.469,0.03862013478983711
270,561.233,0.03475988953174134
271,563.996,0.025543531075646924
272,566.757,0.025498095811114046
273,569.518,0.02547271968471738
274,572.278,0.029013383682781325
275,575.036,0.038007471824972675
276,577.794,0.046073746961417916
277,580.550,0.04416804110217755
278,583.306,0.04761794856047211
279,586.060,0.04973692919083053
280,588.813,0.04661692389376119
281,591.566,0.049095512258035975
282,594.317,0.048250601484190705
283,597.067,0.04556922397176382
284,599.816,0.04322472799228071
285,602.564,0.04899537534895804
286,605.311,0.05464540061579867
287,608.057,0.05012188233456776
288,610.802,0.05397158457517085
289,613.546,0.04287309246611506
290,616.288,0.03425189872759974
291,619.030,0.04264259482496769
292,621.771,0.04629633254951192
293,624.510,0.046700143500254594
294,627.249,0.04271018137880707
295,629.986,0.057546816121237535
296,632.723,0.06850444176271059
297,635.458,0.07001466836218857
298,638.192,0.06513824578918101
299,640.926,0.0489019186534199
300,643.658,0.05102340874696938
301,646.389,0.053947541952101774
302,649.119,0.05858270511941467
303,651.848,0.05718105092013049
304,654.576,0.05564325886960787
305,657.304,0.05149136854738995
306,660.029,0.04456289439097638
307,662.754,0.03485784899889641
308,665.478,0.027008877571029665
309,668.201,0.022503010447014322
310,670.923,0.020367979058852737
311,673.644,0.0304409910127294
312,676.363,0.046430828953390985
313,679.082,0.051398342073591625
314,681.800,0.056467328975320155
315,684.516,0.04986684650466222
316,687.232,0.04636012772804123
317,689.946,0.04715281542889576
318,692.660,0.04704035871315839
319,695.372,0.042476803495068646
320,698.084,0.03140321350915034
321,700.794,0.03555293876664596
322,703.503,0.03891195181456237
323,706.212,0.04359046792104325
324,708.919,0.043459546377269495
325,711.625,0.03651922377389029
326,714.330,0.04082499924438275
327,717.034,0.05643184815930749
328,719.737,0.06012122120206729
329,722.439,0.050755747340818266
330,725.141,0.04929308116759596
331,727.841,0.04435182722405413
332,730.539,0.045769191507814534
333,733.237,0.05039956983952922
334,735.934,0.04202470132122505
335,738.630,0.04056428854230081
336,741.325,0.04179718431864785
337,744.019,0.04074456257531954
338,746.712,0.03700766081992949
339,749.403,0.03216089938047324
340,752.094,0.033857492847506325
341,754.784,0.027678117390531526
342,757.473,0.02446850827433543
343,760.160,0.02678589093436596
344,762.847,0.024221149870653862
345,765.532,0.031560844849239746
346,768.217,0.030745628844843227
347,770.900,0.023257515034912638
348,773.583,0.03082646440738909
349,776.264,0.04166802319836999
350,778.945,0.04222612867232828
351,781.624,0.04136212130916058
352,784.303,0.03401147617062271
353,786.980,0.04013372675760132
354,789.657,0.044862704467281446
355,792.332,0.05843596455998088
356,795.006,0.06046351170256043
357,797.680,0.052608410550558676
358,800.352,0.055853183098249305
359,803.023,0.052124851273467505
360,805.693,0.051080885117250244
361,808.363,0.04394446542052271
362,811.031,0.028890352930883673
363,813.698,0.04046312564458788
364,816.364,0.05784454131708685
365,819.029,0.06502056929918404
366,821.694,0.07274350101721777
367,824.357,0.08316323764041957
368,827.019,0.09134230511205953
369,829.680,0.08827202591052068
370,832.340,0.0823025853411639
371,834.999,0.06941120773928335
372,837.657,0.052814379592813404
373,840.314,0.041447352783775905
374,842.970,0.03667557737816066
375,845.625,0.03260818231019778
376,848.279,0.045259213927123794
377,850.932,0.050035691315515836
378,853.584,0.057747098041046094
379,856.235,0.06507624757632138
380,858.885,0.06821662282493565
381,861.534,0.07060302913091922
382,864.182,0.061242780580086385
383,866.829,0.040391760267248826
384,869.475,0.04315173198215723
385,872.120,0.044631509573132534
386,874.764,0.04225741496915643
387,877.407,0.030252962250968053
388,880.049,0.045793605456959964
389,882.690,0.05427758852328049
390,885.330,0.05982281363683889
391,887.969,0.06099561078358404
392,890.607,0.056934872876297164
393,893.243,0.04824432266920349
394,895.879,0.047334846497961644
395,898.514,0.0484299578878412
396,901.148,0.05193001386766442
397,903.781,0.05148971851655355
398,906.413,0.05284683173626481
399,909.044,0.04400825068930044
400,911.674,0.04447679280762059
401,914.303,0.05459562178070284
402,916.930,0.05200228180104929
403,919.557,0.06083222277495802
404,922.183,0.06856018407774028
405,924.808,0.08702512133050394
406,927.432,0.10055615899027609
407,930.055,0.11452944398965795
408,932.677,0.11743176888010722
409,935.298,0.11850994981104014
410,937.918,0.12050613504213477
411,940.536,0.12187611871461285
412,943.154,0.12244832680738083
413,945.771,0.12165083425983479
414,948.387,0.11330680233215265
415,951.002,0.10874044900631488
416,953.616,0.11258441166049454
417,956.229,0.12432395796229105
418,958.841,0.11719277032938143
419,961.452,0.11858629836449916
420,964.062,0.10116629439180798
421,966.671,0.09038364601572936
422,969.279,0.09556081589058653
423,971.886,0.08158130867997962
424,974.492,0.0748682927224825
425,977.097,0.07793667711294146
426,979.701,0.07480618069781478
427,982.304,0.07822365701608515
428,984.906,0.07206068508786903
429,987.507,0.07547692242555165
430,990.107,0.062621138591098
431,992.706,0.05934457150296609
432,995.305,0.06730582168864221
433,997.902,0.0601389215499384
434,1000.498,0.05494458041543903
435,1003.093,0.06361894490896834
436,1005.687,0.05637165602292936
437,1008.280,0.057190021709621335
438,1010.873,0.053893523897253236
439,1013.464,0.05060006148918763
440,1016.054,0.05004180750857389
441,1018.643,0.04333921284247825
442,1021.232,0.042603161482467865
443,1023.819,0.0379964610405704
444,1026.405,0.03157806224150187
445,1028.991,0.0389616558079839
446,1031.575,0.03280899237147491
447,1034.158,0.03268007925405809
448,1036.741,0.03337035642807562
449,1039.322,0.03333181715585072
450,1041.903,0.03127566804055055
451,1044.482,0.025345983109184372
452,1047.061,0.026180177470891325
453,1049.638,0.027011382605486665
454,1052.215,0.021623894636146425
455,1054.790,0.01889283403692933
456,1057.365,0.014128377239391306
457,1059.938,0.021228424326015866
458,1062.511,0.037188162688207606
459,1065.083,0.04164683099871951
460,1067.653,0.05194617269644582
461,1070.223,0.058442216819128937
462,1072.792,0.05993192821692418
463,1075.360,0.05248656461940518
464,1077.927,0.044211076429057944
465,1080.492,0.04583696750258609
466,1083.057,0.04933747080265882
467,1085.621,0.06199656277969646
468,1088.184,0.07576931212516856
469,1090.746,0.06883108487178098
470,1093.307,0.0691493139784335
471,1095.867,0.06475003260867573
472,1098.426,0.05707197317495891
473,1100.984,0.049046836946563095
474,1103.541,0.04021708094964792
475,1106.097,0.061066573008201105
476,1108.653,0.07070232182522804
477,1111.207,0.08307941924727198
478,1113.760,0.08777831701520367
479,1116.312,0.08655271892595794
480,1118.864,0.08344286379965343
481,1121.414,0.07598945337736714
482,1123.964,0.06116125937965299
483,1126.512,0.06611074033008633
484,1129.059,0.05854145626089441
485,1131.606,0.06614019115998311
486,1134.152,0.06362764104823063
487,1136.696,0.0691787449602478
488,1139.240,0.07075189286963586
489,1141.782,0.067290946840691
490,1144.324,0.05416327422767096
491,1146.865,0.033942559826933255
492,1149.405,0.02984915994687855
493,1151.944,0.04148272347164299
494,1154.481,0.0439589233480132
495,1157.018,0.04715454522501864
496,1159.554,0.051255382818008725
497,1162.089,0.05732981641482856
498,1164.623,0.0447457772025313
499,1167.157,0.045387515640213094
500,1169.689,0.037762898581155
501,1172.220,0.03576982345190986
502,1174.750,0.04249671136907338
503,1177.279,0.05679970168420318
504,1179.808,0.07644826676622475
505,1182.335,0.08634345481690839
506,1184.861,0.10165160608239618
507,1187.387,0.10297974955766795
508,1189.911,0.09526638206556777
509,1192.435,0.08512034744968991
510,1194.958,0.07253833980880117
511,1197.479,0.0631252715675953
512,1200.000,0.05539412358456181
513,1202.520,0.057195486229410675
514,1205.039,0.05140800738226948
515,1207.556,0.04091374738734372
516,1210.073,0.04801797322952669
