# kind,background_subtracted
# version_label,v3
# poly_order,3
# iterations_run,9
pixel_index,raman_shift_cm-1,intensity,background_intensity
0,200.000,37.110084045954466,235.88107195404552
1,201.000,38.23559146931305,236.64333053068694
2,202.000,44.57484683167445,237.40682016832557
3,203.000,50.28633386130855,238.17153813869146
4,204.000,32.418975286485136,238.93748171351484
5,205.000,31.895594835474128,239.70464816452585
6,206.000,40.528189236545415,240.47303476345456
7,207.000,31.25825121796882,241.2426387820312
8,208.000,29.10773450801412,242.0134574919859
9,209.000,44.17176983495128,242.78548816504875
10,210.000,32.95449692705003,243.55872807294995
11,211.000,38.75447251258038,244.33317448741963
12,212.000,36.99984831981209,245.10882468018792
13,213.000,33.87396707701501,245.88567592298497
14,214.000,32.685909512459034,246.66372548754094
15,215.000,40.52926435441401,247.442970645586
16,216.000,39.15190833114977,248.22340866885023
17,217.000,26.877417170936184,249.0050368290638
18,218.000,30.715399602043107,249.78785239795687
19,219.000,29.705711352740394,250.5718526472596
20,220.000,32.1533501512979,251.35703484870209
21,221.000,50.61530772598553,252.1433962740145
22,222.000,30.231849805072983,252.930934194927
23,223.000,37.96827511683031,253.7196458831697
24,224.000,27.025199389527188,254.50952861047278
25,225.000,38.65435535143362,255.30057964856636
26,226.000,22.326108730819385,256.0927962691806
27,227.000,28.73729625595439,256.8861757440456
28,228.000,28.366021655108398,257.6807153448916
29,229.000,37.04386665655136,258.47641234344866
30,230.000,22.05130798855305,259.27326401144694
31,231.000,37.95174137938341,260.0712676206166
32,232.000,35.70614155731221,260.8704204426878
33,233.000,18.0526352506094,261.6707197493906
34,234.000,22.54232918754468,262.47216281245534
35,235.000,24.74541809638805,263.27474690361197
36,236.000,25.36934570540933,264.07846929459066
37,237.000,40.82779274287833,264.88332725712166
38,238.000,44.502524937065004,265.689318062935
39,239.000,36.0193550162391,266.4964389837609
40,240.000,47.69945770867048,267.3046872913295
41,241.000,27.232570742629093,268.1140602573709
42,242.000,35.48345784638468,268.9245551536153
43,243.000,35.28710674820718,269.73616925179283
44,244.000,34.501682176366444,270.5488998236336
45,245.000,34.36763685913229,271.36274414086773
46,246.000,30.762603524774477,272.1776994752255
47,247.000,25.36792890156312,272.9937630984369
48,248.000,32.56445571776783,273.81093228223216
49,249.000,34.12300170165861,274.6292042983414
50,250.000,36.4753085815052,275.4485764184948
51,251.000,30.344510085577554,276.26904591442246
52,252.000,33.19377094214548,277.0906100578545
53,253.000,37.9640068794788,277.9132661205212
54,254.000,31.26989662584748,278.73701137415253
55,255.000,34.115631909521255,279.56184309047876
56,256.000,28.30042545876995,280.38775854123
57,257.000,30.663883001863667,281.21475499813636
58,258.000,35.67992926707194,282.04282973292806
59,259.000,29.217416982664872,282.87198001733515
60,260.000,33.439426876912194,283.7022031230878
61,261.000,27.15657367808376,284.53349632191623
62,262.000,25.488499114449496,285.3658568855505
63,263.000,27.801208914279187,286.1992820857208
64,264.000,29.5838058058427,287.0337691941573
65,265.000,25.473407517409953,287.86931548259
66,266.000,31.371907777250726,288.7059182227493
67,267.000,26.61779231363488,289.5435746863651
68,268.000,34.37004585483231,290.38228214516766
69,269.000,35.41053112911288,291.2220378708871
70,270.000,23.45501186474644,292.06283913525357
71,271.000,23.564827790002767,292.90468320999724
72,272.000,28.467523633151757,293.7475673668482
73,273.000,32.31817212246335,294.5914888775367
74,274.000,30.937008986207275,295.4364450137927
75,275.000,31.904180952653462,296.28243304734656
76,276.000,28.43653775007175,297.12945024992825
77,277.000,26.112132106731963,297.97749389326805
78,278.000,16.62665975090397,298.826561249096
79,279.000,31.07615641085772,299.6766495891423
80,280.000,40.85105281486295,300.52775618513704
81,281.000,30.129021691189507,301.3798783088105
82,282.000,27.289449768107374,302.23301323189264
83,283.000,28.547499773886273,303.08715822611373
84,284.000,26.234556436796083,303.94231056320393
85,285.000,25.2360794851067,304.7984675148933
86,286.000,24.29229064708801,305.655626352912
87,287.000,28.3425676510098,306.5137843489902
88,288.000,25.012406225141888,307.3729387748581
89,289.000,13.10020909775426,308.23308690224576
90,290.000,34.12907299711668,309.0942260028833
91,291.000,29.609291651499063,309.95635334850095
92,292.000,17.085257789171123,310.81946621082886
93,293.000,37.16990713840295,311.68356186159707
94,294.000,7.161464427464125,312.5486375725359
95,295.000,28.978584384624753,313.41469061537526
96,296.000,14.626983738154536,314.28171826184547
97,297.000,31.891582216323343,315.14971778367664
98,298.000,37.98562154740108,316.0186864525989
99,299.000,18.28824045965763,316.8886215403424
100,300.000,20.784280681362702,317.75952031863727
101,301.000,35.7476219407863,318.6313800592137
102,302.000,30.179698966198202,319.5041980338018
103,303.000,19.28037148586833,320.3779715141317
104,304.000,31.118884228066463,321.2526977719335
105,305.000,28.83053092106252,322.1283740789375
106,306.000,22.061800293126282,323.0049977068737
107,307.000,22.877131072527675,323.88256592747234
108,308.000,25.53955398753652,324.7610760124635
109,309.000,28.257150766422626,325.64052523357736
110,310.000,15.050413137455962,326.52091086254404
111,311.000,19.65231782890629,327.4022301710937
112,312.000,19.067673569043507,328.2844804309565
113,313.000,37.066323086137515,329.1676589138625
114,314.000,21.549150108458036,330.05176289154196
115,315.000,15.165883364275032,330.93678963572495
116,316.000,18.60473758185833,331.8227364181417
117,317.000,14.353854489477726,332.70960051052225
118,318.000,15.033261815403193,333.59737918459683
119,319.000,22.533650287904493,334.4860697120955
120,320.000,27.9712596352515,335.3756693647485
121,321.000,17.345875585714055,336.26617541428595
122,322.000,22.852949867562074,337.15758513243793
123,323.000,23.079727209065368,338.0498957909346
124,324.000,23.91341433849385,338.94310466150614
125,325.000,20.329105984117234,339.83720901588276
126,326.000,20.95882987420555,340.73220612579445
127,327.000,28.140593737028553,341.62809326297145
128,328.000,30.503038300856076,342.5248676991439
129,329.000,22.452940293958022,343.422526706042
130,330.000,12.686951444604233,344.32106755539576
131,331.000,27.851892481064567,345.22048751893544
132,332.000,18.67632013160886,346.12078386839113
133,333.000,27.10988812450705,347.02195387549295
134,334.000,12.945408188028864,347.9239948119711
135,335.000,10.977317050444242,348.82690394955574
136,336.000,16.836232440023025,349.730678559977
137,337.000,15.535910085035027,350.63531591496496
138,338.000,14.559592713750249,351.5408132862498
139,339.000,31.829789054438265,352.4471679455617
140,340.000,21.9499648353692,353.3543771646308
141,341.000,19.069223784812777,354.2624382151872
142,342.000,25.001572631038925,355.17134836896105
143,343.000,30.236505102317437,356.08110489768256
144,344.000,25.865885926918168,356.99170507308185
145,345.000,25.067887833110944,357.90314616688903
146,346.000,18.094422549165756,358.81542545083425
147,347.000,33.393771803352365,359.72854019664766
